Year,Month,SCA,CCA
2000,1,0,
2000,2,0.46,80.47
2000,3,0.23,54.61
2000,4,0.20,64.95
2000,5,2.26,64.85
2000,6,8.91,74.65
2000,7,8.46,67.33
2000,8,5.27,63.44
2000,9,5.93,66.66
2000,10,3.09,54.92
2000,11,2.17,64.58
2000,12,1.63,55.24
2001,1,0.87,41.95
2001,2,0.23,32.73
2001,3,0.11,50.23
2001,4,0.71,53.68
2001,5,2.40,78.32
2001,6,5.15,91.83
2001,7,7.97,80.01
2001,8,7.00,67.33
2001,9,4.99,44.75
2001,10,2.08,58.86
2001,11,1.73,51.16
2001,12,0.83,19.64
2002,1,0.22,25.26
2002,2,0.12,26.10
2002,3,0.23,64.59
2002,4,1.11,69.31
2002,5,3.69,85.74
2002,6,12.10,60.42
2002,7,10.78,69.99
2002,8,7.95,76.27
2002,9,7.05,65.42
2002,10,4.44,61.54
2002,11,2.69,52.46
2002,12,1.99,30.02
2003,1,1.10,33.25
2003,2,0.44,21.40
2003,3,0.22,12.66
2003,4,1.08,13.35
2003,5,1.94,49.80
2003,6,10.48,64.10
2003,7,10.30,53.87
2003,8,8.28,47.38
2003,9,5.31,59.78
2003,10,3.01,55.95
2003,11,2.17,56.86
2003,12,1.67,47.47
2004,1,0.49,16.75
2004,2,0.18,9.52
2004,3,0.18,18.26
2004,4,1.26,49.87
2004,5,0.91,22.09
2004,6,10.53,74.06
2004,7,12.26,63.14
2004,8,5.78,51.43
2004,9,6.50,48.31
2004,10,2.72,72.84
2004,11,2.14,36.43
2004,12,0.96,44.16
2005,1,0.36,15.80
2005,2,0.16,5.65
2005,3,0.32,30.15
2005,4,0.75,30.66
2005,5,9.29,75.15
2005,6,21.63,69.07
2005,7,11.67,62.82
2005,8,11.86,57.92
2005,9,6.14,35.06
2005,10,3.25,47.16
2005,11,2.59,50.25
2005,12,1.94,14.20
2006,1,0.83,12.30
2006,2,0.37,10.87
2006,3,0.39,30.54
2006,4,0.61,32.82
2006,5,2.40,35.65
2006,6,10.82,69.58
2006,7,13.01,59.24
2006,8,9.35,38.08
2006,9,6.70,48.70
2006,10,3.97,53.17
2006,11,2.54,27.73
2006,12,1.73,45.65
2007,1,0.62,8.27
2007,2,0.33,23.24
2007,3,0.20,22.37
2007,4,1.36,42.50
2007,5,3.66,45.04
2007,6,14.20,58.96
2007,7,17.79,59.81
2007,8,14.23,38.70
2007,9,7.65,45.13
2007,10,5.15,54.16
2007,11,2.21,28.54
2007,12,2.41,27.67
