Year,Month,SCA,CCA
2000,1,0,
2000,2,0.25,87.97
2000,3,2.43,65.27
2000,4,3.58,63.75
2000,5,17.47,67.32
2000,6,48.28,83.81
2000,7,52.34,78.76
2000,8,34.84,84.10
2000,9,28.20,92.54
2000,10,21.43,72.34
2000,11,12.82,78.59
2000,12,4.76,82.90
2001,1,3.53,79.75
2001,2,2.37,82.30
2001,3,3.56,50.38
2001,4,5.99,49.04
2001,5,15.00,76.37
2001,6,38.55,87.22
2001,7,60.10,81.86
2001,8,47.33,86.16
2001,9,31.21,69.64
2001,10,16.75,64.60
2001,11,5.76,80.38
2001,12,4.80,51.69
2002,1,2.90,65.69
2002,2,2.18,30.76
2002,3,4.53,87.33
2002,4,11.03,91.79
2002,5,28.05,92.27
2002,6,60.83,70.66
2002,7,55.27,76.58
2002,8,45.53,78.71
2002,9,31.34,89.86
2002,10,24.32,90.23
2002,11,18.01,77.78
2002,12,7.43,49.93
2003,1,5.18,65.30
2003,2,3.27,38.88
2003,3,3.11,37.49
2003,4,8.51,29.68
2003,5,14.02,50.01
2003,6,55.71,79.29
2003,7,58.43,66.50
2003,8,48.60,67.54
2003,9,28.25,86.68
2003,10,25.75,78.88
2003,11,13.65,78.19
2003,12,6.54,86.47
2004,1,5.10,45.28
2004,2,3.24,14.14
2004,3,3.25,53.94
2004,4,20.75,72.00
2004,5,14.45,44.34
2004,6,48.15,83.26
2004,7,56.08,71.81
2004,8,40.96,57.47
2004,9,38.79,86.35
2004,10,11.51,88.14
2004,11,10.50,57.51
2004,12,5.54,73.07
2005,1,3.60,48.20
2005,2,2.73,20.14
2005,3,4.15,66.27
2005,4,9.48,57.92
2005,5,53.15,87.43
2005,6,68.89,87.06
2005,7,66.56,49.34
2005,8,67.25,71.26
2005,9,51.17,62.84
2005,10,38.81,69.82
2005,11,11.65,78.14
2005,12,7.83,46.66
2006,1,5.64,43.38
2006,2,4.07,43.46
2006,3,4.33,58.45
2006,4,8.17,49.32
2006,5,17.27,45.89
2006,6,51.88,78.24
2006,7,73.46,73.63
2006,8,65.36,62.46
2006,9,51.59,77.14
2006,10,35.10,73.45
2006,11,12.77,67.25
2006,12,5.66,88.95
2007,1,5.37,44.47
2007,2,3.97,47.20
2007,3,3.38,46.27
2007,4,12.21,65.73
2007,5,33.40,52.16
2007,6,70.57,77.76
2007,7,72.76,64.74
2007,8,64.43,54.11
2007,9,50.48,60.13
2007,10,42.49,75.67
2007,11,11.44,66.56
2007,12,7.73,61.25
2008,1,4.60,37.56
2008,2,3.08,25.29
2008,3,2.37,4.00
2008,4,15.11,57.35
2008,5,38.32,66.40
2008,6,57.77,69.20
2008,7,58.16,79.96
2008,8,66.15,79.32
2008,9,46.58,47.02
2008,10,28.29,67.52
2008,11,10.11,58.29
2008,12,4.74,35.37
2009,1,2.55,34.40
2009,2,2.27,65.22
2009,3,2.73,26.07
2009,4,4.84,62.80
2009,5,44.78,68.31
2009,6,51.75,47.57
2009,7,60.01,56.39
2009,8,55.13,84.00
2009,9,40.82,65.68
2009,10,29.40,72.55
2009,11,9.17,92.35
2009,12,5.50,67.91
2010,1,5.54,73.21
2010,2,4.24,51.53
2010,3,3.75,40.13
2010,4,10.48,51.40
2010,5,31.97,65.87
2010,6,48.82,77.00
2010,7,69.20,71.00
2010,8,58.81,65.66
2010,9,51.73,77.19
2010,10,35.64,67.76
2010,11,8.95,58.81
2010,12,7.58,69.47
2011,1,3.84,39.93
2011,2,2.96,32.18
2011,3,4.39,68.65
2011,4,10.20,65.64
2011,5,26.62,63.98
2011,6,53.10,69.31
2011,7,69.05,71.43
2011,8,59.93,68.64
2011,9,48.69,80.54
2011,10,34.38,55.76
2011,11,8.70,70.75
2011,12,5.70,36.78
2012,1,3.59,30.35
2012,2,2.00,64.50
2012,3,2.26,41.16
2012,4,4.84,53.93
2012,5,28.10,85.48
2012,6,58.46,66.62
2012,7,67.77,70.31
2012,8,53.71,64.15
2012,9,42.09,63.62
2012,10,32.22,74.20
2012,11,8.35,54.29
2012,12,5.35,85.68
2013,1,3.83,18.28
2013,2,2.16,42.44
2013,3,2.32,42.68
2013,4,3.77,46.94
2013,5,36.75,72.62
2013,6,54.30,80.27
2013,7,59.12,55.34
2013,8,59.94,80.77
2013,9,42.04,55.14
2013,10,30.28,51.09
2013,11,8.83,68.28
2013,12,4.04,40.38
2014,1,3.73,48.98
2014,2,2.08,28.07
2014,3,4.23,53.87
2014,4,12.87,54.49
2014,5,27.94,67.61
2014,6,66.25,71.08
2014,7,59.30,73.11
2014,8,40.83,71.47
2014,9,27.44,81.19
2014,10,14.16,70.06
2014,11,11.70,77.60
2014,12,4.44,55.29
2015,1,2.81,42.02
2015,2,2.14,18.24
2015,3,2.20,42.06
2015,4,5.09,47.80
2015,5,29.57,75.27
2015,6,62.26,71.27
2015,7,68.92,81.35
2015,8,57.64,75.33
2015,9,47.05,61.46
2015,10,34.84,57.51
2015,11,7.15,63.23
2015,12,5.50,64.63
2016,1,3.16,29.17
2016,2,2.29,54.87
2016,3,1.99,12.05
2016,4,7.67,34.55
2016,5,9.35,47.57
2016,6,30.02,49.39
2016,7,38.31,70.15
2016,8,49.02,85.08
2016,9,34.24,42.21
2016,10,14.87,62.63
2016,11,5.34,52.48
2016,12,2.60,68.87
2017,1,1.78,64.31
2017,2,1.62,35.20
2017,3,1.99,43.53
2017,4,3.64,50.63
2017,5,32.75,72.42
2017,6,69.39,86.77
2017,7,68.15,68.74
2017,8,46.82,88.60
2017,9,51.35,76.15
2017,10,34.64,79.02
2017,11,12.48,60.62
2017,12,6.82,66.22
2018,1,3.62,41.77
2018,2,2.66,34.20
2018,3,4.14,56.15
2018,4,19.01,67.54
2018,5,28.88,65.86
2018,6,58.89,74.59
2018,7,65.42,49.76
2018,8,52.97,65.48
2018,9,37.31,87.45
2018,10,34.04,73.31
2018,11,11.15,66.65
2018,12,5.56,45.87
2019,1,4.31,39.59
2019,2,2.79,14.18
2019,3,2.36,35.64
