Year,SCA,CCA
2000-02-01,0.52,1.04
2000-03-01,0.41,1.65
2000-04-01,0.44,15.40
2000-05-01,6.23,7.63
2000-06-01,12.29,6.63
2000-07-01,4.12,3.45
2000-08-01,1.33,6.17
2000-09-01,0.72,0.97
2000-10-01,0.50,2.78
2000-11-01,0.44,0.02
2000-12-01,0.32,0.54
2001-01-01,1.20,5.28
2001-02-01,1.13,5.29
2001-03-01,2.13,1.24
2001-04-01,0.95,0.12
2001-05-01,3.30,3.40
2001-06-01,0.84,0.08
2001-07-01,0.85,0.03
2001-08-01,1.18,0.21
2001-09-01,1.41,0.73
2001-10-01,0.71,0.06
2001-11-01,0.35,0.00
2001-12-01,0.63,3.20
2002-01-01,0.25,0.00
2002-02-01,0.55,3.95
2002-03-01,0.77,6.03
2002-04-01,1.39,0.44
2002-05-01,10.09,4.11
2002-06-01,6.25,3.51
2002-07-01,29.05,12.41
2002-08-01,7.49,0.02
2002-09-01,3.76,0.00
2002-10-01,1.35,2.96
2002-11-01,0.63,0.11
2002-12-01,0.48,2.05
2003-01-01,0.73,5.03
2003-02-01,0.93,0.02
2003-03-01,0.66,0.01
2003-04-01,0.47,0.00
2003-05-01,8.83,1.42
2003-06-01,4.53,0.01
2003-07-01,4.64,2.37
2003-08-01,4.76,0.29
2003-09-01,0.78,0.03
2003-10-01,0.58,0.00
2003-11-01,0.55,0.00
2003-12-01,0.41,2.85
2004-01-01,0.58,1.94
2004-02-01,0.77,1.09
2004-03-01,0.54,0.01
2004-04-01,0.58,0.01
2004-05-01,0.54,0.01
2004-06-01,0.54,0.18
2004-07-01,7.82,2.38
2004-08-01,17.32,12.73
2004-09-01,2.07,0.00
2004-10-01,0.89,0.01
2004-11-01,0.57,0.00
2004-12-01,0.53,0.03
2005-01-01,0.91,0.83
2005-02-01,0.93,13.42
2005-03-01,0.71,0.01
2005-04-01,5.83,1.25
2005-05-01,8.27,0.15
2005-06-01,2.01,0.00
2005-07-01,0.86,0.00
2005-08-01,0.55,0.00
2005-09-01,22.71,5.05
2005-10-01,10.50,0.02
2005-11-01,1.35,1.29
2005-12-01,0.60,0.39
2006-01-01,1.62,0.72
2006-02-01,2.38,0.09
2006-03-01,0.86,0.02
2006-04-01,0.57,0.04
2006-05-01,3.13,0.43
2006-06-01,6.15,0.89
2006-07-01,1.09,0.05
2006-08-01,2.40,0.48
2006-09-01,3.68,0.09
2006-10-01,0.65,0.00
2006-11-01,0.56,0.01
2006-12-01,0.48,0.32
2007-01-01,0.72,1.45
2007-02-01,0.87,0.10
2007-03-01,0.49,0.27
2007-04-01,0.46,0.10
2007-05-01,0.94,0.36
2007-06-01,5.57,10.66
2007-07-01,11.11,3.65
2007-08-01,5.00,0.58
2007-09-01,1.39,0.33
2007-10-01,0.55,0.00
2007-11-01,0.48,0.73
2007-12-01,0.45,0.01
2008-01-01,1.13,3.76
2008-02-01,1.08,0.02
2008-03-01,0.55,0.00
2008-04-01,0.89,0.00
2008-05-01,0.51,0.00
2008-06-01,6.89,2.72
2008-07-01,3.06,0.00
2008-08-01,0.65,0.00
2008-09-01,0.67,0.02
2008-10-01,0.60,0.00
2008-11-01,0.53,0.00
2008-12-01,0.43,0.28
2009-01-01,0.73,0.01
