Year,SCA,CCA
2000-02-01,10.27,16.40
2000-03-01,0.10,4.73
2000-04-01,0.45,27.84
2000-05-01,8.27,63.40
2000-06-01,24.40,82.85
2000-07-01,29.30,37.52
2000-08-01,25.43,48.62
2000-09-01,25.15,61.77
2000-10-01,21.73,18.46
2000-11-01,15.66,16.29
2000-12-01,8.50,0.67
2001-01-01,2.44,3.95
2001-02-01,0.45,0.05
2001-03-01,0.49,7.08
2001-04-01,3.92,18.16
2001-05-01,13.78,66.92
2001-06-01,23.92,42.71
2001-07-01,28.95,78.15
2001-08-01,26.24,47.46
2001-09-01,24.42,31.12
2001-10-01,18.54,28.86
2001-11-01,12.38,17.15
2001-12-01,5.08,0.11
2002-01-01,0.76,0.27
2002-02-01,0.40,2.57
2002-03-01,1.08,22.26
2002-04-01,4.10,22.81
2002-05-01,13.23,61.80
2002-06-01,31.27,54.19
2002-07-01,29.85,42.04
2002-08-01,28.83,50.03
2002-09-01,28.42,29.61
2002-10-01,23.97,49.87
2002-11-01,19.63,10.21
2002-12-01,12.49,2.01
2003-01-01,5.00,8.91
2003-02-01,1.40,0.00
2003-03-01,0.58,0.27
2003-04-01,1.15,11.51
2003-05-01,7.29,21.64
2003-06-01,21.04,71.40
2003-07-01,25.67,29.23
2003-08-01,20.63,17.38
2003-09-01,18.64,15.92
2003-10-01,13.39,9.57
2003-11-01,7.28,15.47
2003-12-01,1.49,5.64
2004-01-01,0.45,0.00
2004-02-01,0.29,0.00
2004-03-01,0.74,4.61
2004-04-01,4.88,20.42
2004-05-01,5.27,26.92
2004-06-01,20.39,48.70
2004-07-01,25.45,52.05
2004-08-01,26.85,22.82
2004-09-01,23.20,18.18
2004-10-01,16.99,33.72
2004-11-01,11.43,22.58
2004-12-01,3.08,7.19
2005-01-01,0.84,0.10
2005-02-01,0.26,0.59
2005-03-01,0.44,0.97
2005-04-01,0.64,0.39
2005-05-01,20.84,51.81
2005-06-01,27.44,54.76
2005-07-01,29.39,42.69
2005-08-01,27.16,53.77
2005-09-01,26.35,16.33
2005-10-01,21.00,10.28
2005-11-01,17.05,3.61
2005-12-01,11.79,1.09
2006-01-01,4.37,0.19
2006-02-01,1.58,0.20
2006-03-01,0.61,0.01
2006-04-01,2.72,12.69
2006-05-01,3.45,40.71
2006-06-01,25.67,52.95
2006-07-01,28.26,52.51
2006-08-01,29.68,47.90
2006-09-01,25.74,22.39
2006-10-01,21.61,31.77
2006-11-01,15.37,3.60
2006-12-01,9.06,3.05
2007-01-01,2.77,3.00
2007-02-01,1.33,3.17
2007-03-01,0.57,9.77
2007-04-01,1.35,16.12
2007-05-01,1.41,36.32
2007-06-01,29.70,33.63
2007-07-01,31.36,37.76
2007-08-01,32.97,22.23
2007-09-01,27.38,14.68
2007-10-01,20.52,8.57
2007-11-01,9.81,3.84
2007-12-01,1.59,7.48
2008-01-01,0.38,0.05
2008-02-01,0.21,0.11
2008-03-01,0.21,0.28
2008-04-01,3.37,6.26
2008-05-01,16.09,38.72
2008-06-01,28.89,27.70
2008-07-01,27.21,63.98
2008-08-01,26.85,38.88
2008-09-01,24.58,13.83
2008-10-01,18.86,7.18
2008-11-01,10.48,0.09
2008-12-01,2.12,0.07
2009-01-01,0.41,0.00
2009-02-01,0.23,0.04
2009-03-01,0.10,0.06
2009-04-01,0.15,0.44
2009-05-01,6.77,37.35
2009-06-01,14.76,37.85
2009-07-01,27.54,30.06
2009-08-01,28.18,67.35
2009-09-01,23.49,19.91
