Year,SCA,CCA
2000-02-01,0.19,74.26
2000-03-01,1.21,68.07
2000-04-01,7.62,66.96
2000-05-01,14.17,60.43
2000-06-01,46.58,64.88
2000-07-01,45.25,66.29
2000-08-01,13.09,65.85
2000-09-01,9.45,65.53
2000-10-01,3.60,63.76
2000-11-01,1.39,66.94
2000-12-01,0.32,70.34
2001-01-01,0.41,68.78
2001-02-01,0.73,68.44
2001-03-01,3.74,60.13
2001-04-01,6.07,57.52
2001-05-01,14.59,57.82
2001-06-01,34.41,69.36
2001-07-01,46.24,65.64
2001-08-01,24.18,65.43
2001-09-01,9.56,60.80
2001-10-01,4.14,60.35
2001-11-01,0.95,68.78
2001-12-01,0.31,60.71
2002-01-01,0.43,63.22
2002-02-01,0.87,54.93
2002-03-01,2.06,62.35
2002-04-01,6.46,64.41
2002-05-01,38.04,62.60
2002-06-01,52.66,66.26
2002-07-01,40.74,41.40
2002-08-01,29.02,59.83
2002-09-01,16.71,57.65
2002-10-01,9.41,53.30
2002-11-01,2.44,54.84
2002-12-01,1.52,56.75
2003-01-01,2.18,57.02
2003-02-01,1.57,52.19
2003-03-01,3.82,44.79
2003-04-01,6.73,38.54
2003-05-01,23.88,49.55
2003-06-01,50.71,44.36
2003-07-01,38.82,52.80
2003-08-01,26.53,46.06
2003-09-01,14.95,45.69
2003-10-01,8.77,48.75
2003-11-01,3.79,52.81
2003-12-01,2.54,63.19
2004-01-01,2.14,54.82
2004-02-01,0.78,48.69
2004-03-01,3.66,40.41
2004-04-01,11.34,52.06
2004-05-01,23.10,37.48
2004-06-01,36.11,52.86
2004-07-01,50.06,44.98
2004-08-01,30.54,56.51
2004-09-01,14.99,50.76
2004-10-01,6.09,50.21
2004-11-01,2.11,46.25
2004-12-01,1.61,52.65
2005-01-01,1.70,51.02
2005-02-01,1.11,34.93
2005-03-01,4.30,54.83
2005-04-01,13.15,54.30
2005-05-01,37.00,48.98
2005-06-01,60.35,55.49
2005-07-01,48.23,48.73
2005-08-01,32.27,54.73
2005-09-01,13.15,50.41
2005-10-01,6.36,44.81
2005-11-01,1.83,40.79
2005-12-01,1.57,55.37
2006-01-01,1.23,50.39
2006-02-01,1.92,42.32
2006-03-01,5.99,50.90
2006-04-01,15.59,49.01
2006-05-01,24.64,43.83
2006-06-01,42.86,38.45
2006-07-01,45.33,45.58
2006-08-01,28.72,48.79
2006-09-01,13.50,58.06
2006-10-01,6.44,53.10
2006-11-01,3.24,50.95
2006-12-01,1.94,55.77
2007-01-01,1.48,55.15
2007-02-01,2.63,54.95
2007-03-01,3.79,50.14
2007-04-01,19.23,53.14
2007-05-01,35.74,46.12
2007-06-01,42.13,52.65
2007-07-01,52.87,49.40
2007-08-01,31.71,51.31
2007-09-01,15.14,46.52
2007-10-01,8.49,56.32
2007-11-01,4.28,53.24
2007-12-01,1.94,59.14
2008-01-01,1.15,46.16
2008-02-01,1.42,49.85
2008-03-01,3.66,53.05
2008-04-01,20.26,55.86
2008-05-01,37.01,43.19
2008-06-01,46.56,41.00
2008-07-01,53.62,51.07
2008-08-01,50.34,53.54
2008-09-01,18.43,50.76
2008-10-01,6.77,55.61
2008-11-01,2.57,50.95
2008-12-01,1.32,50.89
2009-01-01,1.86,53.25
2009-02-01,2.02,48.73
2009-03-01,5.38,46.65
2009-04-01,11.00,57.13
2009-05-01,40.43,54.28
2009-06-01,44.18,48.97
2009-07-01,49.66,43.16
2009-08-01,30.86,52.83
2009-09-01,16.87,57.43
2009-10-01,8.40,54.99
2009-11-01,5.21,59.95
2009-12-01,3.52,47.36
2010-01-01,2.68,56.10
2010-02-01,2.28,46.81
2010-03-01,4.01,48.54
2010-04-01,11.49,48.36
2010-05-01,28.15,42.67
2010-06-01,43.71,45.94
2010-07-01,52.23,40.46
2010-08-01,35.63,52.44
2010-09-01,16.04,56.20
2010-10-01,8.98,53.60
2010-11-01,3.19,50.32
2010-12-01,4.00,58.46
2011-01-01,1.57,47.81
2011-02-01,1.64,41.68
2011-03-01,5.50,50.23
2011-04-01,20.82,50.39
2011-05-01,36.99,49.32
2011-06-01,46.23,43.00
2011-07-01,54.64,54.54
2011-08-01,42.27,42.59
2011-09-01,16.86,57.05
2011-10-01,7.45,55.67
2011-11-01,3.59,56.74
2011-12-01,1.25,48.88
2012-01-01,1.63,53.64
2012-02-01,2.28,41.26
2012-03-01,4.44,51.32
2012-04-01,18.35,43.72
2012-05-01,38.52,48.22
2012-06-01,54.43,53.22
2012-07-01,51.29,56.41
2012-08-01,34.26,53.30
2012-09-01,13.76,51.98
2012-10-01,10.15,53.92
2012-11-01,4.42,55.40
2012-12-01,1.25,56.74
2013-01-01,1.48,54.05
2013-02-01,1.90,46.18
2013-03-01,2.70,39.03
2013-04-01,8.69,45.57
2013-05-01,31.25,48.71
2013-06-01,47.63,49.33
2013-07-01,44.16,43.41
2013-08-01,27.87,56.73
2013-09-01,17.75,51.81
2013-10-01,6.69,56.91
2013-11-01,4.74,54.96
2013-12-01,1.48,59.65
2014-01-01,2.10,57.05
2014-02-01,1.93,55.81
2014-03-01,6.34,52.85
2014-04-01,11.35,39.25
2014-05-01,35.28,43.85
2014-06-01,44.55,42.59
2014-07-01,46.40,51.04
2014-08-01,44.10,58.24
2014-09-01,12.59,52.87
2014-10-01,6.46,52.09
2014-11-01,3.93,59.28
2014-12-01,1.27,53.99
2015-01-01,1.20,40.80
2015-02-01,1.61,51.44
2015-03-01,4.04,54.02
2015-04-01,8.41,42.84
2015-05-01,31.69,49.49
2015-06-01,48.56,54.38
2015-07-01,54.54,55.54
2015-08-01,47.09,51.25
2015-09-01,14.67,54.92
2015-10-01,7.49,48.83
2015-11-01,4.61,56.81
2015-12-01,2.56,51.22
2016-01-01,1.21,39.97
2016-02-01,1.56,50.54
2016-03-01,4.36,50.84
2016-04-01,13.25,42.53
2016-05-01,16.15,20.67
2016-06-01,28.43,41.96
2016-07-01,32.46,32.95
2016-08-01,26.97,40.59
2016-09-01,8.79,40.67
2016-10-01,3.09,44.46
2016-11-01,1.20,47.26
2016-12-01,1.23,49.07
2017-01-01,1.75,56.90
2017-02-01,1.60,52.72
2017-03-01,2.40,40.05
2017-04-01,7.80,43.35
2017-05-01,24.71,43.91
2017-06-01,50.26,42.61
2017-07-01,40.55,48.96
2017-08-01,28.27,55.24
2017-09-01,16.02,56.22
2017-10-01,6.46,51.08
2017-11-01,2.22,45.75
2017-12-01,1.75,53.47
2018-01-01,1.83,55.55
2018-02-01,1.95,51.52
2018-03-01,6.20,47.38
2018-04-01,16.66,56.95
2018-05-01,32.48,46.06
2018-06-01,48.76,40.50
2018-07-01,50.31,44.21
2018-08-01,33.85,54.63
2018-09-01,18.44,52.02
2018-10-01,6.51,40.59
2018-11-01,2.72,49.70
2018-12-01,1.59,51.81
2019-01-01,2.24,52.54
2019-02-01,1.41,51.60
2019-03-01,3.71,50.62
2019-04-01,11.92,47.83
2019-05-01,29.44,41.04
2019-06-01,44.51,50.15
2019-07-01,40.55,51.95
2019-08-01,30.41,47.36
2019-09-01,17.31,47.44
2019-10-01,7.57,49.75
2019-11-01,2.99,50.60
2019-12-01,1.54,51.17
2020-01-01,1.82,58.48
2020-02-01,1.29,44.45
2020-03-01,3.29,53.65
2020-04-01,8.88,36.68
2020-05-01,19.09,48.18
2020-06-01,58.28,36.26
2020-07-01,60.91,36.96
2020-08-01,42.07,56.76
2020-09-01,14.92,53.98
2020-10-01,6.58,57.62
2020-11-01,2.02,55.56
2020-12-01,1.58,53.16
2021-01-01,1.90,52.85
2021-02-01,1.12,43.79
2021-03-01,2.73,34.34
2021-04-01,6.47,42.04
2021-05-01,22.38,47.73
2021-06-01,43.08,48.06
2021-07-01,48.74,51.47
2021-08-01,23.19,49.23
2021-09-01,13.14,50.24
2021-10-01,5.57,47.62
2021-11-01,2.35,46.18
2021-12-01,1.40,46.72
2022-01-01,1.08,42.32
2022-02-01,1.50,44.93
2022-03-01,4.13,58.69
2022-04-01,15.68,53.56
2022-05-01,28.14,43.96
2022-06-01,40.87,38.29
2022-07-01,56.46,49.10
2022-08-01,30.49,53.35
2022-09-01,16.68,47.12
2022-10-01,8.02,55.85
2022-11-01,2.41,44.37
2022-12-01,1.79,43.95
2023-01-01,1.07,43.51
2023-02-01,3.74,52.83
2023-03-01,10.65,52.09
2023-04-01,19.23,49.12
2023-05-01,33.37,48.51
2023-06-01,40.11,47.15
2023-07-01,57.89,42.08
2023-08-01,33.90,55.40
2023-09-01,21.69,52.64
2023-10-01,8.41,53.57
2023-11-01,5.68,51.91
2023-12-01,2.38,45.60
2024-01-01,1.80,56.94
2024-02-01,1.78,47.39
2024-03-01,8.55,47.48
2024-04-01,23.96,47.18
2024-05-01,40.30,40.63
2024-06-01,58.32,46.06
2024-07-01,52.69,50.51
2024-08-01,39.00,49.18
2024-09-01,20.93,54.07
2024-10-01,8.13,55.85
2024-11-01,3.12,50.04
2024-12-01,1.65,47.14
2025-01-01,1.75,52.45
2025-02-01,5.23,50.25
2025-03-01,8.75,48.88
2025-04-01,13.79,40.77
2025-05-01,39.03,40.54
