Year,Month,SCA,CCA
2000,1,0,
2000,2,1.11,46.50
2000,3,0.16,6.44
2000,4,0.09,40.23
2000,5,1.90,60.94
2000,6,7.82,78.24
2000,7,12.14,44.04
2000,8,8.51,53.19
2000,9,7.50,65.67
2000,10,8.28,26.11
2000,11,5.54,21.91
2000,12,2.98,2.90
2001,1,1.33,6.74
2001,2,0.66,0.01
2001,3,0.31,11.08
2001,4,0.75,12.07
2001,5,2.76,66.44
2001,6,6.77,67.49
2001,7,10.61,81.86
2001,8,9.24,36.87
2001,9,7.95,37.28
2001,10,5.64,27.09
2001,11,3.40,23.99
2001,12,1.84,1.05
2002,1,0.76,2.32
2002,2,0.39,1.40
2002,3,0.46,29.08
2002,4,0.93,28.72
2002,5,3.42,59.53
2002,6,12.07,49.83
2002,7,13.12,45.16
2002,8,12.25,55.34
2002,9,10.84,42.00
2002,10,8.80,57.58
2002,11,7.54,24.84
2002,12,4.05,1.89
2003,1,2.05,6.19
2003,2,1.07,0.00
2003,3,0.66,0.37
2003,4,0.56,13.15
2003,5,1.45,26.44
2003,6,5.34,59.53
2003,7,9.99,27.77
2003,8,8.06,25.87
2003,9,6.87,24.10
2003,10,4.24,15.43
2003,11,2.26,9.79
2003,12,1.17,7.89
2004,1,0.57,0.03
2004,2,0.30,0.04
2004,3,0.24,9.38
2004,4,1.37,32.02
2004,5,1.46,14.43
2004,6,6.65,57.34
2004,7,9.15,59.59
2004,8,11.62,33.71
2004,9,9.11,23.82
2004,10,5.49,44.07
2004,11,3.90,20.15
2004,12,1.60,6.41
2005,1,0.74,0.01
2005,2,0.33,0.34
2005,3,0.29,0.65
2005,4,0.40,0.05
2005,5,5.03,55.76
2005,6,11.02,51.61
2005,7,16.11,47.18
2005,8,14.77,50.39
2005,9,13.93,17.48
2005,10,8.21,5.79
2005,11,5.29,8.63
2005,12,2.83,4.35
2006,1,1.36,0.71
2006,2,0.73,0.03
2006,3,0.46,0.03
2006,4,0.63,17.16
2006,5,1.90,35.22
2006,6,11.89,61.31
2006,7,14.59,56.07
2006,8,18.11,39.26
2006,9,13.90,25.11
2006,10,10.02,28.73
2006,11,5.05,2.30
2006,12,2.66,6.98
2007,1,1.30,7.23
2007,2,1.00,2.42
2007,3,0.58,4.05
2007,4,1.05,19.50
2007,5,1.36,28.39
2007,6,17.20,31.00
2007,7,20.33,43.52
2007,8,21.12,16.70
2007,9,16.10,17.34
2007,10,9.63,16.22
2007,11,3.63,2.20
2007,12,1.05,6.66
2008,1,0.35,0.03
2008,2,0.17,0.14
2008,3,0.13,0.15
2008,4,0.86,1.99
2008,5,2.33,31.89
2008,6,14.74,30.25
2008,7,14.65,68.71
2008,8,13.99,48.47
2008,9,11.05,15.55
2008,10,6.49,10.80
2008,11,3.20,1.95
2008,12,1.03,0.35
2009,1,0.37,0.00
2009,2,0.14,0.06
2009,3,0.07,0.39
2009,4,0.16,0.18
2009,5,0.94,40.68
2009,6,5.07,42.02
2009,7,13.81,34.77
2009,8,16.03,65.67
2009,9,10.30,12.54
2009,10,8.37,29.95
2009,11,5.15,29.54
2009,12,2.59,1.16
2010,1,1.11,0.01
2010,2,0.47,0.11
2010,3,0.23,0.10
2010,4,0.32,7.27
2010,5,2.81,24.50
2010,6,8.49,45.03
2010,7,20.82,34.41
2010,8,18.73,17.02
2010,9,13.62,10.13
2010,10,8.57,30.98
2010,11,3.85,11.07
2010,12,1.46,4.21
2011,1,0.38,0.63
2011,2,0.12,0.13
2011,3,0.46,1.78
2011,4,1.61,14.57
2011,5,2.93,26.78
2011,6,14.31,43.81
2011,7,18.44,40.25
2011,8,21.28,47.61
2011,9,17.67,15.49
2011,10,10.41,15.78
2011,11,5.63,8.86
2011,12,1.92,0.03
2012,1,0.43,5.88
2012,2,0.14,2.14
2012,3,0.14,0.08
2012,4,0.26,12.98
2012,5,1.17,45.98
2012,6,6.30,57.20
2012,7,13.60,17.66
2012,8,13.17,40.34
2012,9,6.38,10.57
2012,10,3.61,31.11
2012,11,1.60,9.43
2012,12,1.75,19.69
2013,1,0.48,0.33
2013,2,0.15,10.25
2013,3,0.12,1.77
2013,4,0.10,3.62
2013,5,1.92,27.68
2013,6,11.19,24.73
2013,7,15.06,47.92
2013,8,16.13,23.67
2013,9,10.53,39.73
2013,10,6.57,18.27
2013,11,3.38,7.65
2013,12,1.34,0.04
2014,1,0.42,0.78
2014,2,0.15,0.01
2014,3,0.19,3.91
2014,4,0.86,5.65
2014,5,3.36,37.34
2014,6,20.12,42.83
2014,7,19.38,36.27
2014,8,14.84,27.51
2014,9,12.26,42.36
2014,10,7.75,9.34
2014,11,3.75,3.59
