Year,SCA,CCA
2000-02-01,14.85,64.71
2000-03-01,22.77,76.82
2000-04-01,31.36,69.38
2000-05-01,47.04,73.24
2000-06-01,64.79,83.19
2000-07-01,64.45,82.84
2000-08-01,41.23,74.75
2000-09-01,31.05,85.19
2000-10-01,23.26,82.38
2000-11-01,23.08,86.25
2000-12-01,15.24,90.45
2001-01-01,14.21,87.26
2001-02-01,17.38,86.27
2001-03-01,29.43,63.29
2001-04-01,35.78,77.07
2001-05-01,42.25,73.27
2001-06-01,51.08,90.11
2001-07-01,57.59,75.64
2001-08-01,52.35,80.08
2001-09-01,35.88,75.38
2001-10-01,25.62,72.15
2001-11-01,16.26,88.67
2001-12-01,20.83,69.73
2002-01-01,22.39,70.77
2002-02-01,22.98,55.74
2002-03-01,28.27,85.01
2002-04-01,34.08,75.15
2002-05-01,52.66,73.69
2002-06-01,69.17,65.40
2002-07-01,69.61,65.16
2002-08-01,59.86,68.62
2002-09-01,40.02,85.88
2002-10-01,31.35,82.15
2002-11-01,28.72,70.54
2002-12-01,22.83,73.75
2003-01-01,24.70,65.76
2003-02-01,26.55,62.69
2003-03-01,30.54,61.85
2003-04-01,35.65,41.58
2003-05-01,46.79,57.55
2003-06-01,78.26,65.77
2003-07-01,75.94,61.68
2003-08-01,57.49,65.62
2003-09-01,41.35,74.98
2003-10-01,33.47,84.27
2003-11-01,29.59,72.29
2003-12-01,23.49,85.03
2004-01-01,26.19,64.75
2004-02-01,25.95,37.32
2004-03-01,29.58,65.31
2004-04-01,41.80,64.10
2004-05-01,48.04,35.51
2004-06-01,76.97,78.57
2004-07-01,80.08,60.42
2004-08-01,60.11,56.19
2004-09-01,43.76,71.08
2004-10-01,30.80,66.75
2004-11-01,26.42,65.17
2004-12-01,24.44,67.80
2005-01-01,25.70,64.39
2005-02-01,25.13,36.72
2005-03-01,30.80,56.03
2005-04-01,39.87,58.95
2005-05-01,68.66,62.96
2005-06-01,85.08,66.79
2005-07-01,84.01,49.76
2005-08-01,74.50,61.75
2005-09-01,70.05,64.25
2005-10-01,57.22,54.69
2005-11-01,37.56,70.77
2005-12-01,24.27,58.98
2006-01-01,24.94,55.72
2006-02-01,29.52,52.94
2006-03-01,31.04,70.90
2006-04-01,42.49,62.61
2006-05-01,53.10,47.54
2006-06-01,71.65,61.50
2006-07-01,84.46,59.39
2006-08-01,77.37,55.64
2006-09-01,67.02,68.81
2006-10-01,56.79,69.15
2006-11-01,38.05,70.64
2006-12-01,24.59,88.12
2007-01-01,26.24,61.17
2007-02-01,29.74,57.80
2007-03-01,28.39,63.73
2007-04-01,42.58,66.87
2007-05-01,67.12,60.35
2007-06-01,80.75,62.23
2007-07-01,78.55,50.97
2007-08-01,73.38,61.45
2007-09-01,70.06,46.28
2007-10-01,61.53,72.15
2007-11-01,37.42,65.38
2007-12-01,23.36,77.37
2008-01-01,24.21,49.92
2008-02-01,28.46,54.64
2008-03-01,27.44,50.53
2008-04-01,46.50,66.32
2008-05-01,65.96,53.62
2008-06-01,77.05,50.47
2008-07-01,78.23,56.10
2008-08-01,70.44,72.87
2008-09-01,68.91,62.21
2008-10-01,50.97,79.20
2008-11-01,37.27,71.19
2008-12-01,25.02,53.93
2009-01-01,27.55,62.33
2009-02-01,28.94,66.85
2009-03-01,31.55,58.51
2009-04-01,39.92,61.39
2009-05-01,68.12,75.65
2009-06-01,81.56,46.94
2009-07-01,78.47,42.78
2009-08-01,76.86,66.93
2009-09-01,74.08,62.69
2009-10-01,62.22,69.03
2009-11-01,42.01,82.64
2009-12-01,27.31,69.27
2010-01-01,24.80,79.54
2010-02-01,31.10,52.95
2010-03-01,30.18,53.73
2010-04-01,39.70,65.69
2010-05-01,62.95,58.61
2010-06-01,74.82,70.26
2010-07-01,85.18,57.16
2010-08-01,75.71,61.10
2010-09-01,61.79,75.22
2010-10-01,59.59,71.71
2010-11-01,39.16,62.48
2010-12-01,25.84,71.30
2011-01-01,24.72,61.97
2011-02-01,28.23,53.70
2011-03-01,31.00,72.08
2011-04-01,43.87,62.71
2011-05-01,59.71,69.15
2011-06-01,75.43,58.39
2011-07-01,81.83,63.56
2011-08-01,75.48,62.27
2011-09-01,71.63,74.96
2011-10-01,55.87,59.95
2011-11-01,38.12,67.37
2011-12-01,24.72,51.50
2012-01-01,23.18,48.90
2012-02-01,29.57,49.61
2012-03-01,31.42,58.59
2012-04-01,40.15,57.66
2012-05-01,73.53,75.10
2012-06-01,85.04,49.98
2012-07-01,88.62,62.16
2012-08-01,77.54,57.93
2012-09-01,71.82,69.46
2012-10-01,60.27,67.92
2012-11-01,37.51,63.89
2012-12-01,24.52,76.14
2013-01-01,25.04,45.48
2013-02-01,28.81,38.99
2013-03-01,28.23,37.06
2013-04-01,38.33,52.52
2013-05-01,64.46,61.47
2013-06-01,79.56,65.17
2013-07-01,76.05,49.71
2013-08-01,76.57,66.57
2013-09-01,73.97,36.93
2013-10-01,57.46,61.52
2013-11-01,37.38,58.86
2013-12-01,24.16,70.66
2014-01-01,25.40,73.03
2014-02-01,29.31,49.40
2014-03-01,30.26,61.40
2014-04-01,38.13,55.66
2014-05-01,63.83,59.61
2014-06-01,81.41,58.41
2014-07-01,78.87,53.99
2014-08-01,68.88,73.00
2014-09-01,63.57,66.55
2014-10-01,54.57,56.61
2014-11-01,38.49,78.19
2014-12-01,25.28,76.87
2015-01-01,25.19,49.07
2015-02-01,29.16,39.56
2015-03-01,31.25,68.77
2015-04-01,38.67,57.72
2015-05-01,53.48,73.08
2015-06-01,78.65,59.06
2015-07-01,82.50,70.64
2015-08-01,79.07,64.08
2015-09-01,69.02,50.69
2015-10-01,58.15,53.59
2015-11-01,36.74,62.56
2015-12-01,24.15,70.25
2016-01-01,28.36,39.06
2016-02-01,28.56,54.37
2016-03-01,28.89,40.34
2016-04-01,39.87,41.67
2016-05-01,41.40,29.49
2016-06-01,54.44,50.30
2016-07-01,64.69,59.71
2016-08-01,72.88,66.29
2016-09-01,60.70,44.33
2016-10-01,43.57,53.67
2016-11-01,30.79,68.89
2016-12-01,21.12,78.29
2017-01-01,22.97,67.21
2017-02-01,28.79,57.77
2017-03-01,28.00,44.56
2017-04-01,34.37,62.24
2017-05-01,56.87,58.11
2017-06-01,82.35,56.91
2017-07-01,79.36,64.05
2017-08-01,74.01,70.05
2017-09-01,61.05,78.34
2017-10-01,49.78,72.42
2017-11-01,35.24,60.68
2017-12-01,25.65,67.44
2018-01-01,24.57,61.57
2018-02-01,28.76,50.01
2018-03-01,35.39,72.16
2018-04-01,50.74,77.90
2018-05-01,62.12,62.02
2018-06-01,74.90,52.60
2018-07-01,79.97,48.38
2018-08-01,74.92,61.57
2018-09-01,70.07,67.33
2018-10-01,56.27,51.70
2018-11-01,37.60,59.35
2018-12-01,23.83,63.38
2019-01-01,24.65,62.50
2019-02-01,28.68,48.56
2019-03-01,29.14,42.85
2019-04-01,39.00,50.60
2019-05-01,59.23,58.70
2019-06-01,75.89,57.97
2019-07-01,79.24,64.90
2019-08-01,74.06,58.92
2019-09-01,68.59,52.87
2019-10-01,55.47,53.31
2019-11-01,35.01,71.86
2019-12-01,24.74,76.85
2020-01-01,25.21,72.47
2020-02-01,28.99,50.69
2020-03-01,30.44,50.49
2020-04-01,38.50,55.61
2020-05-01,56.53,57.25
2020-06-01,84.04,53.06
2020-07-01,84.83,57.60
2020-08-01,79.86,64.37
2020-09-01,65.39,70.82
2020-10-01,59.71,68.29
2020-11-01,34.08,67.61
2020-12-01,24.53,68.41
2021-01-01,25.38,66.98
2021-02-01,27.69,24.56
2021-03-01,28.60,45.38
2021-04-01,40.58,64.23
2021-05-01,52.67,53.52
2021-06-01,77.62,52.22
2021-07-01,78.80,76.47
2021-08-01,68.41,69.62
2021-09-01,64.58,62.41
2021-10-01,39.06,68.19
2021-11-01,32.88,56.78
2021-12-01,23.98,42.63
2022-01-01,23.44,44.26
2022-02-01,26.88,48.02
2022-03-01,31.61,58.97
2022-04-01,47.49,73.17
2022-05-01,60.18,55.56
2022-06-01,78.53,47.58
2022-07-01,87.37,57.48
2022-08-01,80.01,66.73
2022-09-01,68.48,58.92
2022-10-01,52.62,77.37
2022-11-01,32.12,58.06
2022-12-01,24.57,68.18
2023-01-01,27.48,51.89
2023-02-01,29.07,61.46
2023-03-01,32.82,67.15
2023-04-01,37.81,49.22
2023-05-01,58.23,66.61
2023-06-01,85.96,54.78
2023-07-01,89.52,41.32
2023-08-01,82.06,69.68
2023-09-01,65.84,56.61
2023-10-01,62.86,58.72
2023-11-01,42.26,75.40
2023-12-01,25.51,56.39
2024-01-01,24.89,61.99
2024-02-01,29.45,52.33
2024-03-01,39.92,80.21
2024-04-01,47.01,55.74
2024-05-01,75.96,43.08
2024-06-01,84.54,61.44
2024-07-01,87.78,56.69
2024-08-01,73.90,51.83
2024-09-01,57.37,75.53
2024-10-01,42.40,65.97
2024-11-01,33.79,79.96
2024-12-01,27.31,54.51
2025-01-01,27.60,62.55
2025-02-01,32.49,55.08
2025-03-01,34.70,52.27
2025-04-01,45.41,54.81
2025-05-01,70.97,68.47
