Year,SCA,CCA
2000-02-01,1.64,56.47
2000-03-01,1.56,11.99
2000-04-01,0.82,16.19
2000-05-01,0.65,2.59
2000-06-01,0.62,2.82
2000-07-01,1.76,6.68
2000-08-01,0.46,4.54
2000-09-01,0.37,2.99
2000-10-01,0.61,6.60
2000-11-01,0.13,1.88
2000-12-01,0.37,12.61
2001-01-01,2.08,41.09
2001-02-01,2.63,38.14
2001-03-01,2.92,23.59
2001-04-01,2.12,2.18
2001-05-01,1.90,5.45
2001-06-01,1.72,0.04
2001-07-01,1.57,0.10
2001-08-01,2.43,3.95
2001-09-01,1.13,0.58
2001-10-01,0.89,2.98
2001-11-01,0.48,1.25
2001-12-01,0.60,11.58
2002-01-01,0.29,2.13
2002-02-01,1.63,27.16
2002-03-01,1.80,18.80
2002-04-01,0.82,11.77
2002-05-01,0.90,0.46
2002-06-01,0.72,4.60
2002-07-01,8.51,7.60
2002-08-01,0.75,0.16
2002-09-01,0.56,1.14
2002-10-01,0.66,2.51
2002-11-01,0.47,4.15
2002-12-01,0.33,3.99
2003-01-01,0.99,9.20
2003-02-01,0.80,1.82
2003-03-01,1.48,3.01
2003-04-01,0.75,0.33
2003-05-01,1.23,7.49
2003-06-01,0.47,0.00
2003-07-01,4.47,1.74
2003-08-01,0.49,0.14
2003-09-01,0.29,0.04
2003-10-01,0.22,0.03
2003-11-01,0.19,0.17
2003-12-01,0.32,13.86
2004-01-01,2.08,22.46
2004-02-01,2.00,11.49
2004-03-01,1.18,2.33
2004-04-01,0.77,0.03
2004-05-01,0.57,0.00
2004-06-01,0.45,2.65
2004-07-01,8.23,11.72
2004-08-01,3.94,5.91
2004-09-01,0.77,0.21
2004-10-01,0.29,0.20
2004-11-01,0.15,0.00
2004-12-01,0.44,1.11
2005-01-01,1.25,13.11
2005-02-01,3.59,24.39
2005-03-01,1.32,1.65
2005-04-01,0.96,0.35
2005-05-01,0.73,0.01
2005-06-01,0.59,0.00
2005-07-01,0.96,0.55
2005-08-01,0.42,0.00
2005-09-01,5.30,6.00
2005-10-01,0.36,0.12
2005-11-01,0.19,5.85
2005-12-01,0.65,3.21
2006-01-01,1.95,23.20
2006-02-01,2.06,13.48
2006-03-01,2.18,5.02
2006-04-01,1.41,3.61
2006-05-01,1.11,0.08
2006-06-01,0.88,0.01
2006-07-01,0.75,0.00
2006-08-01,0.64,0.24
2006-09-01,0.51,0.72
2006-10-01,0.36,0.37
2006-11-01,0.36,0.59
2006-12-01,0.40,1.21
2007-01-01,1.16,14.71
2007-02-01,1.04,5.08
2007-03-01,1.63,7.09
2007-04-01,0.84,0.31
2007-05-01,0.59,1.13
2007-06-01,0.47,3.34
2007-07-01,0.36,0.38
2007-08-01,0.31,0.04
2007-09-01,0.28,0.09
2007-10-01,0.17,0.25
2007-11-01,0.31,0.56
2007-12-01,0.48,4.29
2008-01-01,3.01,28.77
2008-02-01,1.51,1.29
2008-03-01,1.46,2.96
2008-04-01,0.64,0.05
2008-05-01,0.46,0.08
2008-06-01,0.39,0.01
2008-07-01,0.36,0.00
2008-08-01,0.78,0.19
2008-09-01,0.27,0.01
2008-10-01,0.20,0.32
2008-11-01,0.12,0.07
2008-12-01,0.43,9.71
2009-01-01,0.70,1.78
2009-02-01,1.02,12.45
2009-03-01,1.29,4.59
2009-04-01,1.07,3.22
2009-05-01,0.48,0.00
2009-06-01,0.32,0.00
2009-07-01,0.37,0.53
2009-08-01,0.26,0.00
2009-09-01,0.21,0.04
2009-10-01,0.16,0.11
2009-11-01,0.38,2.73
2009-12-01,0.23,9.19
2010-01-01,0.49,10.46
2010-02-01,0.66,9.39
2010-03-01,0.82,0.98
2010-04-01,0.44,3.26
2010-05-01,1.41,2.39
2010-06-01,0.26,0.00
2010-07-01,0.20,0.00
2010-08-01,0.17,0.21
2010-09-01,0.13,2.56
2010-10-01,0.10,0.02
2010-11-01,0.08,0.02
2010-12-01,0.56,4.18
2011-01-01,0.96,12.12
2011-02-01,3.54,37.22
2011-03-01,1.95,2.17
2011-04-01,1.35,1.07
2011-05-01,3.19,1.29
2011-06-01,0.82,1.30
2011-07-01,17.35,9.25
2011-08-01,1.42,0.02
2011-09-01,0.69,0.04
2011-10-01,0.29,0.61
2011-11-01,0.26,0.02
2011-12-01,0.76,17.32
2012-01-01,3.11,14.13
2012-02-01,3.41,28.08
2012-03-01,2.99,8.23
2012-04-01,2.87,0.92
2012-05-01,1.72,0.02
2012-06-01,1.40,0.01
2012-07-01,1.27,0.01
2012-08-01,1.13,0.00
2012-09-01,0.89,0.03
2012-10-01,0.55,1.13
2012-11-01,0.40,0.93
2012-12-01,1.28,11.32
2013-01-01,1.80,15.05
2013-02-01,1.28,6.18
2013-03-01,1.20,2.68
2013-04-01,0.69,0.00
2013-05-01,1.37,9.13
2013-06-01,6.67,7.59
2013-07-01,2.68,1.27
2013-08-01,0.64,0.34
2013-09-01,0.38,0.08
2013-10-01,0.28,0.39
2013-11-01,0.18,0.03
2013-12-01,0.92,8.42
2014-01-01,1.90,10.44
2014-02-01,0.55,0.48
2014-03-01,0.39,0.16
2014-04-01,0.70,0.35
2014-05-01,0.56,0.85
2014-06-01,0.22,0.00
2014-07-01,0.22,0.01
2014-08-01,0.40,0.33
2014-09-01,0.24,2.03
2014-10-01,0.38,0.63
2014-11-01,0.22,2.19
2014-12-01,0.16,1.71
2015-01-01,0.96,11.56
2015-02-01,1.62,13.89
2015-03-01,1.56,6.43
2015-04-01,1.72,8.01
2015-05-01,1.50,0.19
2015-06-01,0.86,0.00
2015-07-01,0.74,0.26
2015-08-01,0.60,0.13
2015-09-01,0.36,0.62
2015-10-01,0.21,6.20
2015-11-01,0.13,1.38
2015-12-01,0.07,4.11
2016-01-01,0.15,1.43
2016-02-01,0.90,21.14
2016-03-01,0.55,0.06
2016-04-01,1.05,5.40
2016-05-01,0.29,0.00
2016-06-01,1.07,0.06
2016-07-01,4.91,2.90
