Year,SCA,CCA
2000-02-01,13.00,9.76
2000-03-01,0.37,2.54
2000-04-01,1.28,25.10
2000-05-01,10.82,61.02
2000-06-01,28.66,78.66
2000-07-01,35.94,31.92
2000-08-01,31.47,54.14
2000-09-01,31.39,59.48
2000-10-01,27.77,20.22
2000-11-01,22.34,20.75
2000-12-01,16.06,0.31
2001-01-01,6.78,2.85
2001-02-01,1.29,0.18
2001-03-01,1.15,8.16
2001-04-01,5.70,18.84
2001-05-01,20.95,60.18
2001-06-01,34.55,40.33
2001-07-01,34.60,71.94
2001-08-01,31.18,50.54
2001-09-01,29.09,28.43
2001-10-01,24.89,27.36
2001-11-01,19.78,12.67
2001-12-01,12.37,0.21
2002-01-01,3.10,0.19
2002-02-01,0.99,3.98
2002-03-01,2.06,23.76
2002-04-01,7.78,23.03
2002-05-01,22.77,58.13
2002-06-01,37.61,47.57
2002-07-01,34.95,36.01
2002-08-01,34.43,56.99
2002-09-01,33.08,31.48
2002-10-01,28.49,48.07
2002-11-01,24.00,6.07
2002-12-01,18.24,4.62
2003-01-01,11.24,7.89
2003-02-01,4.16,0.00
2003-03-01,1.64,0.58
2003-04-01,2.04,11.37
2003-05-01,9.60,26.33
2003-06-01,28.91,71.04
2003-07-01,33.21,27.79
2003-08-01,28.45,21.90
2003-09-01,26.33,12.91
2003-10-01,21.13,9.78
2003-11-01,15.84,11.71
2003-12-01,5.51,2.24
2004-01-01,1.36,0.08
2004-02-01,0.65,0.00
2004-03-01,1.50,8.87
2004-04-01,11.20,20.00
2004-05-01,11.14,23.70
2004-06-01,25.45,43.12
2004-07-01,31.42,47.31
2004-08-01,34.47,21.58
2004-09-01,28.71,17.72
2004-10-01,22.80,31.89
2004-11-01,17.42,24.29
2004-12-01,6.62,7.27
2005-01-01,2.20,0.29
2005-02-01,0.71,0.42
2005-03-01,1.01,1.66
2005-04-01,2.76,2.28
2005-05-01,28.15,50.22
2005-06-01,33.10,57.51
2005-07-01,33.71,44.04
2005-08-01,33.42,56.34
2005-09-01,30.82,16.12
2005-10-01,26.65,10.84
2005-11-01,22.90,3.07
2005-12-01,18.55,0.82
2006-01-01,10.50,0.34
2006-02-01,4.53,0.83
2006-03-01,1.78,0.02
2006-04-01,5.04,9.18
2006-05-01,4.70,40.30
2006-06-01,30.84,49.16
2006-07-01,33.86,50.14
2006-08-01,34.56,47.30
2006-09-01,30.23,21.02
2006-10-01,26.42,32.75
2006-11-01,21.03,8.20
2006-12-01,15.61,1.14
2007-01-01,6.88,0.34
2007-02-01,2.50,2.47
2007-03-01,1.42,11.77
2007-04-01,1.74,17.15
2007-05-01,4.04,38.24
2007-06-01,37.62,35.03
2007-07-01,37.27,38.58
2007-08-01,40.12,28.01
2007-09-01,31.62,13.78
2007-10-01,25.14,10.55
2007-11-01,15.74,6.50
2007-12-01,3.95,6.76
2008-01-01,0.77,0.00
2008-02-01,0.49,0.29
2008-03-01,0.84,0.96
2008-04-01,5.30,3.98
2008-05-01,19.55,36.41
2008-06-01,33.62,20.71
2008-07-01,32.13,52.74
2008-08-01,33.95,30.67
2008-09-01,30.42,17.14
2008-10-01,24.57,6.01
2008-11-01,17.17,0.04
2008-12-01,5.77,0.10
2009-01-01,1.10,0.00
2009-02-01,0.51,0.00
2009-03-01,0.37,0.01
2009-04-01,0.54,0.34
2009-05-01,10.28,27.24
2009-06-01,20.90,33.61
2009-07-01,33.94,23.81
2009-08-01,32.84,65.50
2009-09-01,28.97,24.94
2009-10-01,25.59,27.39
2009-11-01,21.14,33.93
2009-12-01,13.98,2.42
2010-01-01,4.58,0.00
2010-02-01,0.89,0.01
2010-03-01,0.45,0.13
2010-04-01,0.75,6.83
2010-05-01,17.77,22.58
2010-06-01,26.40,36.65
2010-07-01,39.30,22.35
2010-08-01,34.25,27.36
2010-09-01,27.37,8.65
2010-10-01,15.17,20.31
2010-11-01,6.46,2.33
2010-12-01,1.76,1.35
2011-01-01,0.54,0.13
2011-02-01,0.35,2.33
2011-03-01,3.17,1.23
2011-04-01,10.94,10.50
2011-05-01,6.82,17.04
2011-06-01,26.32,34.76
2011-07-01,36.47,28.66
2011-08-01,39.97,52.89
2011-09-01,32.67,12.47
2011-10-01,23.92,19.64
2011-11-01,15.42,7.05
2011-12-01,3.23,0.07
2012-01-01,0.38,0.92
2012-02-01,0.31,1.72
2012-03-01,0.29,0.00
2012-04-01,1.52,13.00
2012-05-01,10.69,50.97
2012-06-01,23.47,51.49
2012-07-01,29.82,15.76
2012-08-01,29.21,31.88
2012-09-01,23.06,12.38
2012-10-01,21.84,31.65
2012-11-01,12.84,8.39
2012-12-01,12.29,17.32
2013-01-01,1.74,0.25
2013-02-01,0.44,1.39
2013-03-01,0.35,3.08
2013-04-01,0.50,8.00
2013-05-01,14.47,26.12
2013-06-01,29.71,22.62
2013-07-01,32.48,43.20
2013-08-01,32.88,13.59
2013-09-01,26.12,39.59
2013-10-01,21.05,13.73
2013-11-01,11.83,2.45
2013-12-01,2.19,0.05
2014-01-01,0.31,0.00
2014-02-01,0.27,0.01
2014-03-01,0.76,2.12
2014-04-01,3.34,2.93
2014-05-01,25.25,37.79
2014-06-01,37.93,39.46
2014-07-01,34.86,32.50
