Year,Month,SCA,CCA
2000,1,0,
2000,2,0.93,65.10
2000,3,3.47,67.84
2000,4,8.35,61.93
2000,5,23.72,57.55
2000,6,45.45,68.52
2000,7,48.48,65.43
2000,8,28.80,62.14
2000,9,22.73,70.59
2000,10,13.13,68.28
2000,11,6.88,73.59
2000,12,0.85,77.60
2001,1,1.96,74.78
2001,2,2.67,76.03
2001,3,9.05,55.42
2001,4,9.93,65.28
2001,5,21.66,59.26
2001,6,23.59,76.02
2001,7,46.97,59.39
2001,8,36.22,68.62
2001,9,21.41,64.26
2001,10,10.99,62.72
2001,11,2.08,77.18
2001,12,2.46,64.03
2002,1,3.60,61.57
2002,2,3.39,50.52
2002,3,6.31,73.55
2002,4,12.87,67.72
2002,5,31.94,64.90
2002,6,52.30,60.70
2002,7,53.07,55.81
2002,8,39.64,54.86
2002,9,24.14,67.45
2002,10,17.27,67.87
2002,11,10.07,60.54
2002,12,2.60,60.14
2003,1,3.67,62.40
2003,2,5.73,56.80
2003,3,6.95,52.69
2003,4,11.00,36.91
2003,5,18.06,44.35
2003,6,54.08,54.07
2003,7,53.14,60.34
2003,8,39.42,54.82
2003,9,22.51,65.76
2003,10,16.00,69.45
2003,11,11.50,61.66
2003,12,4.97,73.70
2004,1,5.64,52.49
2004,2,4.27,26.59
2004,3,6.44,57.36
2004,4,18.09,59.28
2004,5,19.50,34.52
2004,6,52.59,64.00
2004,7,63.79,54.80
2004,8,44.67,49.57
2004,9,27.46,67.87
2004,10,13.43,56.49
2004,11,7.49,60.22
2004,12,3.79,56.93
2005,1,3.62,63.58
2005,2,3.56,32.24
2005,3,8.00,54.00
2005,4,13.30,53.52
2005,5,49.39,58.01
2005,6,61.20,60.64
2005,7,68.86,36.07
2005,8,60.19,50.94
2005,9,49.35,50.90
2005,10,33.69,52.34
2005,11,23.57,60.35
2005,12,3.93,51.42
2006,1,3.94,49.95
2006,2,4.14,49.58
2006,3,8.71,59.80
2006,4,14.91,52.71
2006,5,26.60,45.53
2006,6,53.46,55.13
2006,7,69.26,45.29
2006,8,59.57,46.01
2006,9,44.53,60.46
2006,10,30.92,59.86
2006,11,19.23,63.39
2006,12,6.33,71.45
2007,1,4.27,54.45
2007,2,4.61,55.94
2007,3,6.89,57.98
2007,4,17.38,61.14
2007,5,41.40,53.72
2007,6,67.46,57.75
2007,7,65.40,55.54
2007,8,60.82,53.85
2007,9,47.44,44.79
2007,10,39.84,61.65
2007,11,21.57,56.39
2007,12,4.35,65.78
2008,1,4.32,41.48
2008,2,3.73,53.34
2008,3,4.83,38.12
2008,4,20.00,59.12
2008,5,45.14,53.90
2008,6,54.05,49.81
2008,7,55.73,49.87
2008,8,62.14,61.38
2008,9,48.94,46.74
2008,10,24.99,68.32
2008,11,16.75,63.23
2008,12,4.17,40.46
2009,1,4.04,57.39
2009,2,3.88,62.82
2009,3,9.17,58.63
2009,4,12.75,55.56
2009,5,45.61,67.06
2009,6,61.67,34.52
2009,7,61.00,32.55
2009,8,57.78,58.77
2009,9,50.56,57.20
2009,10,41.43,62.43
2009,11,35.52,67.88
2009,12,5.96,60.35
2010,1,6.73,68.35
2010,2,5.34,49.41
2010,3,6.15,52.18
2010,4,12.91,59.01
2010,5,39.83,52.52
2010,6,52.09,58.21
2010,7,69.58,44.74
2010,8,61.09,48.63
2010,9,46.75,65.74
2010,10,35.90,60.37
2010,11,21.11,56.56
2010,12,5.33,63.74
2011,1,4.30,55.42
2011,2,3.92,45.83
2011,3,6.80,64.84
2011,4,18.94,63.64
2011,5,39.05,64.10
2011,6,53.01,54.60
2011,7,64.18,52.88
2011,8,58.11,49.61
2011,9,46.33,65.93
2011,10,31.29,56.56
2011,11,20.21,57.16
2011,12,4.47,40.58
2012,1,3.65,37.32
2012,2,4.74,55.77
2012,3,5.55,54.40
2012,4,14.43,49.68
2012,5,53.84,66.50
2012,6,66.56,40.70
2012,7,69.41,54.22
2012,8,61.36,48.89
2012,9,48.66,56.78
2012,10,37.47,61.49
2012,11,20.90,56.00
2012,12,3.72,67.55
2013,1,4.56,36.55
2013,2,4.08,33.36
2013,3,5.74,34.70
2013,4,10.26,43.80
2013,5,34.86,58.96
2013,6,57.34,58.79
2013,7,56.57,39.85
2013,8,59.59,61.49
2013,9,51.71,34.33
2013,10,33.79,52.06
2013,11,22.23,55.42
2013,12,4.86,60.67
2014,1,5.29,63.60
2014,2,4.35,47.05
2014,3,6.64,53.82
2014,4,12.27,48.74
2014,5,41.84,51.60
2014,6,63.18,48.33
2014,7,60.39,42.81
2014,8,44.55,59.81
2014,9,37.68,58.45
2014,10,29.48,53.99
2014,11,26.76,68.10
2014,12,3.51,66.14
2015,1,4.43,48.07
2015,2,4.07,41.35
2015,3,8.38,53.91
2015,4,13.89,49.86
2015,5,29.70,60.61
2015,6,59.45,54.11
2015,7,60.38,57.55
