Year,SCA,CCA
2000-02-01,3.88,61.58
2000-03-01,10.58,66.25
2000-04-01,14.77,60.76
2000-05-01,17.48,48.79
2000-06-01,48.00,55.82
2000-07-01,42.57,48.97
2000-08-01,32.97,44.66
2000-09-01,29.47,43.81
2000-10-01,17.18,63.40
2000-11-01,12.78,65.45
2000-12-01,4.09,70.46
2001-01-01,3.66,71.33
2001-02-01,4.07,70.62
2001-03-01,10.58,50.02
2001-04-01,15.66,61.28
2001-05-01,25.53,43.22
2001-06-01,49.64,58.53
2001-07-01,39.33,40.55
2001-08-01,34.57,53.45
2001-09-01,24.58,42.85
2001-10-01,16.88,54.95
2001-11-01,4.67,70.44
2001-12-01,9.12,61.70
2002-01-01,8.84,60.10
2002-02-01,9.04,50.75
2002-03-01,11.90,66.39
2002-04-01,17.86,60.63
2002-05-01,20.97,45.92
2002-06-01,43.74,39.78
2002-07-01,42.95,38.77
2002-08-01,32.91,37.88
2002-09-01,21.19,52.36
2002-10-01,22.92,56.17
2002-11-01,14.84,46.37
2002-12-01,9.86,50.39
2003-01-01,9.07,54.32
2003-02-01,11.16,55.16
2003-03-01,11.47,50.55
2003-04-01,13.19,32.31
2003-05-01,20.92,37.59
2003-06-01,44.41,35.94
2003-07-01,46.22,49.52
2003-08-01,34.45,39.54
2003-09-01,21.54,52.37
2003-10-01,20.58,55.08
2003-11-01,16.04,49.84
2003-12-01,8.93,64.54
2004-01-01,11.06,55.16
2004-02-01,8.54,30.98
2004-03-01,10.27,50.69
2004-04-01,18.93,48.41
2004-05-01,18.39,26.38
2004-06-01,47.12,51.85
2004-07-01,50.45,34.40
2004-08-01,32.06,34.34
2004-09-01,32.02,51.89
2004-10-01,14.48,44.74
2004-11-01,11.87,51.33
2004-12-01,9.63,49.56
2005-01-01,8.95,56.29
2005-02-01,7.92,36.01
2005-03-01,11.91,49.94
2005-04-01,14.25,46.16
2005-05-01,41.84,41.34
2005-06-01,56.84,37.38
2005-07-01,45.82,38.31
2005-08-01,41.57,39.47
2005-09-01,29.41,47.68
2005-10-01,18.71,45.81
2005-11-01,14.29,49.10
2005-12-01,9.83,40.44
2006-01-01,9.20,48.74
2006-02-01,8.59,39.72
2006-03-01,12.53,52.05
2006-04-01,15.20,47.01
2006-05-01,26.24,38.57
2006-06-01,41.33,40.95
2006-07-01,49.85,34.51
2006-08-01,38.88,42.46
2006-09-01,27.51,53.23
2006-10-01,19.63,52.82
2006-11-01,12.48,54.76
2006-12-01,10.41,61.30
2007-01-01,9.48,51.24
2007-02-01,9.32,47.31
2007-03-01,13.45,52.29
2007-04-01,21.19,48.11
2007-05-01,31.20,38.77
2007-06-01,53.42,40.24
2007-07-01,46.59,32.71
2007-08-01,39.37,42.63
2007-09-01,29.25,40.70
2007-10-01,25.28,52.49
2007-11-01,14.34,49.26
2007-12-01,12.40,59.20
2008-01-01,8.28,43.65
2008-02-01,9.30,52.09
2008-03-01,9.51,44.57
2008-04-01,20.81,47.02
2008-05-01,34.99,32.16
2008-06-01,45.42,38.54
2008-07-01,42.81,35.37
2008-08-01,49.63,42.27
2008-09-01,30.10,44.03
2008-10-01,21.55,57.86
2008-11-01,12.01,57.68
2008-12-01,8.47,38.19
2009-01-01,10.14,46.67
2009-02-01,9.42,57.04
2009-03-01,16.55,52.57
2009-04-01,15.66,50.24
2009-05-01,40.81,48.79
2009-06-01,44.01,33.52
2009-07-01,37.76,36.16
2009-08-01,37.10,48.14
2009-09-01,30.10,50.03
2009-10-01,25.79,50.96
2009-11-01,20.50,56.22
2009-12-01,14.89,49.70
2010-01-01,10.57,60.13
2010-02-01,9.73,38.69
2010-03-01,10.32,47.26
2010-04-01,16.19,50.64
2010-05-01,33.62,42.79
2010-06-01,40.34,43.67
2010-07-01,52.21,31.63
2010-08-01,43.25,35.88
2010-09-01,31.66,59.32
2010-10-01,26.00,53.58
2010-11-01,14.18,48.92
2010-12-01,10.96,56.76
2011-01-01,9.53,48.46
2011-02-01,8.71,38.25
2011-03-01,15.60,57.57
2011-04-01,21.51,52.84
2011-05-01,35.22,51.39
2011-06-01,41.48,39.80
2011-07-01,45.77,37.60
2011-08-01,39.83,33.52
2011-09-01,30.50,57.16
2011-10-01,20.51,50.59
2011-11-01,12.98,54.21
2011-12-01,9.17,37.71
2012-01-01,8.51,37.62
2012-02-01,9.52,38.97
2012-03-01,9.59,49.57
2012-04-01,13.56,44.25
2012-05-01,42.10,50.39
2012-06-01,47.87,34.81
2012-07-01,52.84,45.06
2012-08-01,42.48,44.64
2012-09-01,28.85,50.02
2012-10-01,25.10,55.21
2012-11-01,13.97,51.64
2012-12-01,12.33,55.34
2013-01-01,8.14,34.12
2013-02-01,8.94,34.24
2013-03-01,9.87,26.71
2013-04-01,16.32,43.23
2013-05-01,31.32,52.03
2013-06-01,47.41,49.07
2013-07-01,42.29,31.84
2013-08-01,39.00,43.09
2013-09-01,26.58,27.31
2013-10-01,19.63,51.53
2013-11-01,13.27,46.25
2013-12-01,8.87,53.90
2014-01-01,9.13,56.72
2014-02-01,9.36,44.35
2014-03-01,12.55,47.50
2014-04-01,15.19,38.12
2014-05-01,30.11,39.76
2014-06-01,44.10,41.35
2014-07-01,45.83,39.76
2014-08-01,28.39,50.96
2014-09-01,22.68,46.72
2014-10-01,18.94,43.51
2014-11-01,15.85,56.19
2014-12-01,10.36,56.93
2015-01-01,8.59,42.45
2015-02-01,8.66,36.98
2015-03-01,13.08,50.11
2015-04-01,15.17,42.43
2015-05-01,31.27,53.02
2015-06-01,47.87,43.59
2015-07-01,45.77,42.59
2015-08-01,43.17,46.27
2015-09-01,29.90,43.21
2015-10-01,19.22,40.81
2015-11-01,11.84,45.83
2015-12-01,9.86,52.12
2016-01-01,8.06,34.86
2016-02-01,8.92,45.30
2016-03-01,10.10,37.71
2016-04-01,13.87,26.56
2016-05-01,14.13,14.11
2016-06-01,27.68,37.27
2016-07-01,31.54,40.45
2016-08-01,27.35,44.09
2016-09-01,18.09,38.57
2016-10-01,15.70,40.15
2016-11-01,9.71,53.63
2016-12-01,8.74,57.87
2017-01-01,8.94,56.29
2017-02-01,10.01,53.11
2017-03-01,8.93,35.60
2017-04-01,13.25,41.84
2017-05-01,26.22,43.96
2017-06-01,57.10,36.51
2017-07-01,47.06,50.03
2017-08-01,36.76,55.01
2017-09-01,31.83,56.80
2017-10-01,18.74,55.36
2017-11-01,11.59,39.97
2017-12-01,9.49,49.11
2018-01-01,8.62,53.81
2018-02-01,9.23,51.78
2018-03-01,15.28,51.26
2018-04-01,29.22,51.17
2018-05-01,28.60,42.65
2018-06-01,42.70,32.91
2018-07-01,45.02,31.47
2018-08-01,38.95,47.72
2018-09-01,26.27,48.15
2018-10-01,19.25,37.93
2018-11-01,12.41,48.49
2018-12-01,9.74,53.49
2019-01-01,9.49,50.43
2019-02-01,10.03,43.42
2019-03-01,9.01,43.16
2019-04-01,15.26,42.52
2019-05-01,28.32,37.82
2019-06-01,44.27,35.10
2019-07-01,48.47,44.83
2019-08-01,29.53,38.06
2019-09-01,29.53,34.59
2019-10-01,17.23,42.60
2019-11-01,11.74,50.65
2019-12-01,8.48,56.90
2020-01-01,10.38,59.02
2020-02-01,8.27,40.29
2020-03-01,10.54,47.23
2020-04-01,13.93,40.19
2020-05-01,32.49,42.18
2020-06-01,48.41,31.20
2020-07-01,49.31,26.69
2020-08-01,43.37,48.43
2020-09-01,33.13,52.86
2020-10-01,22.73,49.94
2020-11-01,12.33,54.35
2020-12-01,11.18,56.16
2021-01-01,8.58,53.26
2021-02-01,7.47,26.06
2021-03-01,9.62,37.89
2021-04-01,18.94,52.97
2021-05-01,25.23,41.33
2021-06-01,41.92,37.56
2021-07-01,48.40,53.24
2021-08-01,36.42,45.60
2021-09-01,28.37,49.54
2021-10-01,15.88,50.76
2021-11-01,10.52,49.15
2021-12-01,7.64,35.37
2022-01-01,7.80,41.26
2022-02-01,7.93,41.57
2022-03-01,11.52,54.06
2022-04-01,21.39,54.96
2022-05-01,34.12,38.31
2022-06-01,46.79,30.11
2022-07-01,59.63,33.89
2022-08-01,46.61,45.46
2022-09-01,28.58,46.91
2022-10-01,19.66,56.56
2022-11-01,11.24,48.09
2022-12-01,8.77,57.78
2023-01-01,7.87,47.22
2023-02-01,10.20,57.37
2023-03-01,17.22,47.60
2023-04-01,13.83,46.14
2023-05-01,37.21,47.87
2023-06-01,51.31,39.06
2023-07-01,54.94,21.79
2023-08-01,37.27,47.18
2023-09-01,31.76,40.67
2023-10-01,24.03,48.49
2023-11-01,18.27,52.66
2023-12-01,11.02,37.95
2024-01-01,6.81,57.40
2024-02-01,8.82,51.63
2024-03-01,17.01,58.14
2024-04-01,22.25,39.00
2024-05-01,39.94,20.02
2024-06-01,40.54,40.37
2024-07-01,51.12,42.51
2024-08-01,39.53,38.09
2024-09-01,30.85,50.77
2024-10-01,19.00,57.10
2024-11-01,15.32,55.33
2024-12-01,9.16,42.21
2025-01-01,9.97,54.28
2025-02-01,10.66,48.40
2025-03-01,11.86,43.39
2025-04-01,16.51,37.41
