Year,Month,SCA,CCA
2000,1,0,
2000,2,0.41,0.02
2000,3,0.42,0.75
2000,4,6.03,15.54
2000,5,13.41,14.04
2000,6,29.71,22.82
2000,7,21.97,11.08
2000,8,9.13,10.11
2000,9,1.86,3.66
2000,10,0.42,0.48
2000,11,0.32,0.01
2000,12,0.23,0.03
2001,1,2.55,2.01
2001,2,1.27,0.18
2001,3,8.55,5.22
2001,4,7.63,2.91
2001,5,9.79,16.72
2001,6,16.73,3.58
2001,7,6.85,12.31
2001,8,5.30,10.59
2001,9,6.34,10.11
2001,10,2.10,2.01
2001,11,1.15,0.02
2001,12,2.89,3.28
2002,1,0.98,0.00
2002,2,0.78,0.05
2002,3,0.63,1.22
2002,4,3.58,5.68
2002,5,52.81,33.56
2002,6,66.75,22.60
2002,7,92.71,10.34
2002,8,68.41,0.74
2002,9,44.45,0.20
2002,10,18.76,0.11
2002,11,7.05,0.01
2002,12,2.57,0.01
2003,1,1.31,0.00
2003,2,0.88,0.01
2003,3,0.96,0.00
2003,4,1.58,1.23
2003,5,31.74,16.48
2003,6,28.79,6.92
2003,7,25.82,11.88
2003,8,40.57,2.90
2003,9,11.86,1.56
2003,10,3.97,0.00
2003,11,1.67,0.02
2003,12,0.73,0.00
2004,1,1.17,0.88
2004,2,1.30,0.05
2004,3,0.92,0.05
2004,4,1.80,0.18
2004,5,1.80,0.20
2004,6,0.67,0.30
2004,7,15.26,3.52
2004,8,28.75,21.48
2004,9,12.89,0.00
2004,10,2.43,0.03
2004,11,2.46,2.28
2004,12,0.81,0.00
2005,1,1.41,0.15
2005,2,1.19,1.30
2005,3,1.88,0.13
2005,4,16.08,10.83
2005,5,57.62,9.26
2005,6,37.44,11.79
2005,7,20.50,1.17
2005,8,5.30,1.83
2005,9,22.70,7.42
2005,10,6.66,0.04
2005,11,1.48,0.42
2005,12,0.78,0.00
2006,1,1.23,0.02
2006,2,3.25,0.60
2006,3,0.80,0.00
2006,4,0.69,0.01
2006,5,22.09,1.67
2006,6,53.01,9.42
2006,7,7.51,0.22
2006,8,11.73,6.14
2006,9,59.67,0.15
2006,10,4.72,0.01
2006,11,1.21,0.05
2006,12,0.73,0.00
2007,1,1.53,0.22
2007,2,2.00,0.13
2007,3,0.57,0.00
2007,4,4.52,2.65
2007,5,29.34,13.70
2007,6,37.14,35.33
2007,7,65.64,13.38
2007,8,39.47,0.81
2007,9,33.91,1.70
2007,10,11.16,0.03
2007,11,3.39,0.02
2007,12,1.27,0.00
2008,1,2.06,0.25
2008,2,1.72,0.00
2008,3,1.12,0.00
2008,4,1.78,0.76
2008,5,4.91,6.42
2008,6,37.15,9.12
2008,7,18.68,1.20
2008,8,5.14,0.01
2008,9,3.78,0.66
2008,10,0.88,0.00
2008,11,0.68,0.00
2008,12,0.64,0.00
2009,1,1.94,0.21
2009,2,3.50,0.22
2009,3,3.13,0.01
2009,4,1.55,0.00
2009,5,2.35,1.90
2009,6,17.57,5.11
2009,7,41.76,17.30
2009,8,30.89,6.48
2009,9,4.86,2.43
2009,10,1.04,2.09
2009,11,0.74,0.00
2009,12,0.51,0.00
2010,1,1.67,0.10
2010,2,0.74,0.00
2010,3,0.80,0.02
2010,4,0.51,0.23
2010,5,50.53,11.11
2010,6,30.54,8.14
2010,7,9.54,0.22
2010,8,3.17,0.09
2010,9,0.84,0.00
2010,10,2.86,0.20
2010,11,0.72,0.01
2010,12,0.42,0.00
2011,1,0.46,0.01
2011,2,3.66,1.70
2011,3,4.26,0.35
2011,4,4.55,0.35
2011,5,6.68,5.74
2011,6,24.04,9.83
2011,7,79.30,23.42
2011,8,60.66,0.48
2011,9,12.21,0.01
2011,10,2.16,0.05
2011,11,0.87,0.00
2011,12,0.80,0.17
2012,1,2.47,1.41
2012,2,2.02,0.06
2012,3,1.39,0.00
2012,4,15.92,4.40
2012,5,12.81,4.04
2012,6,20.45,6.13
2012,7,5.54,1.44
2012,8,3.89,4.76
2012,9,1.13,0.05
2012,10,0.66,0.05
2012,11,0.49,0.00
2012,12,0.40,0.00
2013,1,2.71,0.90
2013,2,3.11,0.15
2013,3,0.72,0.00
2013,4,0.60,0.09
2013,5,26.78,11.10
2013,6,58.43,8.20
2013,7,47.55,1.67
2013,8,33.05,2.13
2013,9,18.02,0.61
2013,10,4.83,0.37
2013,11,1.11,0.00
2013,12,1.11,0.27
2014,1,1.80,0.01
2014,2,0.62,0.00
