Year,Month,SCA,CCA
2000,1,0,
2000,2,2.18,76.47
2000,3,9.81,68.13
2000,4,11.93,66.08
2000,5,18.83,49.18
2000,6,31.01,62.86
2000,7,35.43,60.48
2000,8,23.33,55.18
2000,9,21.23,67.65
2000,10,14.72,65.06
2000,11,10.33,75.75
2000,12,3.51,77.04
2001,1,7.55,77.96
2001,2,6.03,79.60
2001,3,11.32,50.04
2001,4,13.27,62.37
2001,5,21.80,59.50
2001,6,26.97,75.67
2001,7,31.32,50.75
2001,8,26.26,65.55
2001,9,18.93,60.36
2001,10,12.94,59.48
2001,11,8.43,78.06
2001,12,9.76,67.32
2002,1,8.93,62.09
2002,2,9.04,48.10
2002,3,10.92,72.70
2002,4,15.55,70.86
2002,5,24.96,66.60
2002,6,40.97,54.84
2002,7,34.94,57.41
2002,8,27.20,49.97
2002,9,19.15,66.68
2002,10,17.71,71.76
2002,11,13.49,60.74
2002,12,9.83,57.30
2003,1,9.90,63.14
2003,2,10.93,59.00
2003,3,10.82,56.48
2003,4,14.45,42.05
2003,5,19.88,47.55
2003,6,43.22,48.04
2003,7,41.20,53.83
2003,8,30.02,53.74
2003,9,20.96,65.66
2003,10,18.03,66.26
2003,11,13.73,62.36
2003,12,10.01,73.41
2004,1,9.77,51.35
2004,2,8.74,25.99
2004,3,11.10,58.43
2004,4,18.87,57.97
2004,5,20.37,41.91
2004,6,44.75,63.03
2004,7,43.58,50.92
2004,8,28.91,44.69
2004,9,28.62,69.78
2004,10,14.79,52.97
2004,11,11.86,62.72
2004,12,9.24,61.67
2005,1,9.64,64.29
2005,2,8.96,28.89
2005,3,12.73,59.25
2005,4,15.04,53.35
2005,5,40.75,54.49
2005,6,57.69,55.15
2005,7,42.87,42.58
2005,8,36.67,50.82
2005,9,26.90,55.98
2005,10,18.29,57.18
2005,11,13.41,60.80
2005,12,10.37,43.23
2006,1,9.46,58.22
2006,2,9.46,43.28
2006,3,12.66,62.63
2006,4,15.46,51.73
2006,5,23.04,49.20
2006,6,41.91,53.68
2006,7,49.42,51.43
2006,8,35.77,50.33
2006,9,28.04,65.92
2006,10,17.85,60.19
2006,11,13.74,67.07
2006,12,10.53,73.92
2007,1,9.92,55.23
2007,2,9.99,53.86
2007,3,10.70,57.71
2007,4,18.02,54.35
2007,5,33.41,46.09
2007,6,53.05,57.98
2007,7,47.01,49.41
2007,8,38.38,53.96
2007,9,30.54,55.98
2007,10,22.44,62.52
2007,11,14.40,52.34
2007,12,9.91,63.93
2008,1,8.80,44.05
2008,2,9.26,49.77
2008,3,10.27,29.79
2008,4,22.28,53.69
2008,5,33.21,48.96
2008,6,43.59,48.59
2008,7,39.73,51.82
2008,8,39.81,56.10
2008,9,28.54,52.11
2008,10,19.94,66.34
2008,11,11.56,62.87
2008,12,8.57,39.78
2009,1,9.30,60.87
2009,2,9.34,66.93
2009,3,12.59,54.14
2009,4,15.02,57.98
2009,5,35.86,59.44
2009,6,41.27,40.67
2009,7,37.66,42.42
2009,8,35.26,62.06
2009,9,26.59,57.84
2009,10,20.49,68.50
2009,11,16.13,69.86
2009,12,12.11,59.54
2010,1,10.67,66.93
2010,2,10.51,47.99
2010,3,10.93,57.57
2010,4,15.74,57.36
2010,5,32.25,48.13
2010,6,36.84,56.58
2010,7,49.33,42.53
2010,8,37.01,47.69
2010,9,24.45,67.72
2010,10,19.70,64.31
2010,11,12.83,58.33
2010,12,10.60,61.59
2011,1,9.52,52.47
2011,2,8.97,44.22
2011,3,12.23,63.72
2011,4,18.70,61.84
2011,5,30.74,60.83
2011,6,41.03,53.65
2011,7,45.87,53.70
2011,8,37.42,49.82
2011,9,29.59,69.62
2011,10,18.17,51.59
2011,11,12.94,57.99
2011,12,9.71,39.02
2012,1,8.82,37.88
2012,2,9.78,66.02
2012,3,11.10,58.13
2012,4,14.21,47.22
2012,5,35.79,63.54
2012,6,45.86,45.10
2012,7,49.70,54.06
2012,8,35.15,52.74
2012,9,25.66,55.19
2012,10,19.44,62.66
2012,11,12.66,49.86
2012,12,10.21,72.46
2013,1,8.55,32.68
2013,2,9.71,39.55
2013,3,10.36,35.93
2013,4,14.66,52.01
2013,5,31.29,53.12
2013,6,42.72,65.03
2013,7,41.14,45.42
2013,8,37.35,61.51
2013,9,27.36,39.61
2013,10,18.42,53.99
2013,11,12.38,62.85
2013,12,9.45,60.81
2014,1,10.72,61.40
2014,2,9.18,47.59
2014,3,12.78,55.59
2014,4,15.26,50.64
2014,5,30.50,45.78
2014,6,45.30,50.44
2014,7,42.74,53.22
2014,8,28.51,64.44
2014,9,23.18,60.08
2014,10,17.74,56.90
2014,11,15.01,70.10
2014,12,9.52,65.37
2015,1,9.02,53.53
2015,2,9.19,39.75
2015,3,11.41,52.25
2015,4,15.87,48.27
2015,5,30.02,61.75
2015,6,46.00,55.60
2015,7,48.94,59.46
2015,8,39.74,60.13
2015,9,28.62,52.15
2015,10,18.63,51.55
2015,11,12.27,57.94
2015,12,9.68,64.20
2016,1,8.67,43.70
2016,2,9.30,51.28
2016,3,10.21,37.83
2016,4,14.84,36.07
2016,5,17.14,25.30
2016,6,28.16,36.95
2016,7,32.84,46.68
2016,8,28.93,65.90
2016,9,19.13,41.77
2016,10,14.12,47.80
2016,11,9.75,58.33
2016,12,8.69,71.25
2017,1,9.18,63.27
2017,2,9.33,56.19
2017,3,10.29,36.79
2017,4,12.02,44.80
2017,5,30.81,55.68
2017,6,50.62,45.80
2017,7,45.92,61.90
2017,8,32.89,66.03
2017,9,26.38,69.79
2017,10,17.72,70.09
2017,11,12.95,48.36
2017,12,9.80,60.22
2018,1,8.91,56.09
2018,2,9.60,51.68
2018,3,14.07,63.75
2018,4,26.65,63.67
2018,5,29.53,54.47
2018,6,44.37,42.16
2018,7,42.28,42.24
2018,8,32.94,56.11
2018,9,23.26,65.56
2018,10,17.84,44.42
2018,11,12.44,56.16
2018,12,9.26,55.65
2019,1,10.18,57.24
2019,2,9.16,42.45
2019,3,10.21,43.66
2019,4,14.89,56.70
2019,5,31.61,55.01
2019,6,44.29,45.93
2019,7,43.29,57.53
2019,8,30.85,50.42
