Year,Month,SCA,CCA
2000,1,0,
2000,2,0.34,87.49
2000,3,2.84,65.99
2000,4,3.83,63.03
2000,5,14.55,55.21
2000,6,28.77,82.18
2000,7,32.70,73.39
2000,8,21.50,76.73
2000,9,11.28,89.25
2000,10,4.80,71.30
2000,11,3.53,75.24
2000,12,0.65,80.57
2001,1,1.50,80.17
2001,2,1.87,82.08
2001,3,3.27,49.71
2001,4,5.85,48.16
2001,5,13.35,64.65
2001,6,29.77,85.96
2001,7,29.61,78.39
2001,8,24.58,83.93
2001,9,13.96,64.64
2001,10,4.87,63.89
2001,11,0.71,74.03
2001,12,1.57,56.05
2002,1,2.31,62.95
2002,2,2.43,36.31
2002,3,2.11,84.78
2002,4,10.99,88.02
2002,5,9.20,90.46
2002,6,40.91,68.86
2002,7,36.36,77.70
2002,8,31.83,79.56
2002,9,14.18,88.61
2002,10,11.55,89.18
2002,11,3.05,78.54
2002,12,1.25,46.76
2003,1,1.45,67.07
2003,2,2.70,43.24
2003,3,3.56,37.47
2003,4,7.56,29.36
2003,5,13.52,54.21
2003,6,46.48,75.42
2003,7,39.62,68.57
2003,8,29.67,67.50
2003,9,17.97,83.48
2003,10,9.79,76.69
2003,11,2.86,76.95
2003,12,1.77,89.03
2004,1,2.28,48.97
2004,2,2.74,18.88
2004,3,3.67,58.38
2004,4,8.62,71.04
2004,5,12.33,36.42
2004,6,34.46,78.21
2004,7,35.46,69.74
2004,8,26.15,55.73
2004,9,27.06,87.19
2004,10,6.60,83.27
2004,11,3.37,57.14
2004,12,1.97,75.84
2005,1,2.96,61.28
2005,2,2.92,27.70
2005,3,4.59,65.68
2005,4,7.48,66.57
2005,5,42.25,87.69
2005,6,50.91,85.30
2005,7,43.80,50.26
2005,8,47.06,67.17
2005,9,30.99,60.07
2005,10,23.55,71.63
2005,11,4.64,71.63
2005,12,1.38,43.54
2006,1,2.45,40.85
2006,2,2.93,42.51
2006,3,4.15,58.90
2006,4,7.94,56.70
2006,5,15.08,46.35
2006,6,35.89,67.51
2006,7,50.71,72.67
2006,8,42.20,60.70
2006,9,36.38,79.76
2006,10,21.06,75.26
2006,11,5.64,65.85
2006,12,0.61,89.48
2007,1,2.16,38.91
2007,2,2.94,53.39
2007,3,4.29,50.68
2007,4,8.58,63.14
2007,5,25.09,56.44
2007,6,57.60,74.39
2007,7,54.40,68.12
2007,8,45.25,52.41
2007,9,32.40,62.14
2007,10,30.25,81.24
2007,11,2.79,62.08
2007,12,1.31,56.83
2008,1,2.78,38.95
2008,2,2.80,23.91
2008,3,3.03,7.02
2008,4,13.45,57.25
2008,5,23.19,59.37
2008,6,42.10,72.87
2008,7,43.85,76.46
2008,8,46.99,70.28
2008,9,28.68,43.91
2008,10,13.20,70.22
2008,11,3.46,51.53
2008,12,2.77,40.64
2009,1,2.76,35.16
2009,2,2.96,62.61
2009,3,3.52,26.77
2009,4,5.51,61.15
2009,5,26.04,57.92
2009,6,30.88,52.74
2009,7,41.75,54.83
2009,8,32.55,82.03
2009,9,22.17,65.26
2009,10,16.72,78.08
2009,11,4.10,90.95
2009,12,0.55,62.88
2010,1,3.04,71.54
2010,2,3.06,51.78
2010,3,3.23,43.18
2010,4,6.77,58.32
2010,5,25.15,63.94
2010,6,35.22,79.01
2010,7,51.64,66.35
2010,8,44.10,66.86
2010,9,32.92,73.84
2010,10,20.80,58.54
2010,11,2.99,57.44
2010,12,2.36,72.81
2011,1,2.35,47.93
2011,2,2.83,34.42
2011,3,4.26,68.84
2011,4,9.06,69.22
2011,5,24.00,63.77
2011,6,38.55,70.16
2011,7,50.28,69.20
2011,8,38.75,65.50
2011,9,30.05,82.09
2011,10,20.02,54.75
2011,11,2.06,64.51
2011,12,2.30,33.92
2012,1,2.77,30.15
2012,2,2.66,64.87
2012,3,2.97,38.35
2012,4,6.20,54.36
2012,5,22.34,83.94
2012,6,44.16,69.17
2012,7,51.79,72.84
2012,8,38.80,62.46
2012,9,25.08,64.88
2012,10,18.03,66.46
2012,11,2.12,50.39
2012,12,1.77,88.69
2013,1,2.93,21.39
2013,2,2.85,39.39
2013,3,3.37,45.82
2013,4,5.06,50.25
2013,5,29.04,76.53
2013,6,43.17,82.64
2013,7,38.22,53.68
2013,8,38.11,78.85
2013,9,24.46,53.61
2013,10,16.26,54.71
2013,11,2.18,67.62
2013,12,1.54,43.78
2014,1,3.12,51.72
2014,2,2.65,32.83
2014,3,4.53,56.73
2014,4,10.53,50.14
2014,5,16.61,65.03
2014,6,43.79,74.48
2014,7,41.60,71.20
2014,8,22.92,69.15
2014,9,16.32,79.87
2014,10,7.05,69.47
2014,11,7.61,76.44
2014,12,1.90,58.23
2015,1,2.67,47.32
2015,2,2.80,23.57
2015,3,3.30,40.96
2015,4,6.08,51.98
2015,5,21.44,75.34
2015,6,51.65,69.61
2015,7,53.00,79.33
2015,8,38.91,70.15
2015,9,31.66,60.44
2015,10,21.22,50.17
2015,11,1.44,61.61
2015,12,1.89,63.04
2016,1,2.78,28.35
2016,2,2.88,48.75
2016,3,3.13,14.11
2016,4,6.22,31.26
2016,5,9.13,36.06
2016,6,25.88,49.75
2016,7,30.00,67.43
2016,8,25.36,85.05
2016,9,20.37,42.59
2016,10,8.41,55.72
2016,11,3.01,55.54
2016,12,2.58,74.80
2017,1,2.00,66.62
2017,2,2.53,38.87
2017,3,3.01,39.24
2017,4,4.44,54.68
2017,5,33.39,68.86
2017,6,54.26,86.79
2017,7,46.09,66.32
2017,8,19.73,89.92
2017,9,35.48,73.81
2017,10,18.10,78.16
2017,11,3.86,62.17
2017,12,1.13,67.75
2018,1,2.29,45.75
2018,2,2.40,34.97
2018,3,4.72,66.51
2018,4,14.68,59.37
2018,5,23.59,59.47
2018,6,40.60,67.09
2018,7,45.75,42.81
2018,8,33.77,67.20
2018,9,17.46,86.51
2018,10,12.60,67.20
2018,11,5.50,65.21
2018,12,1.70,47.72
2019,1,2.85,41.42
