Year,SCA,CCA
2000-02-01,0.93,65.10
2000-03-01,3.47,67.84
2000-04-01,8.35,61.93
2000-05-01,23.72,57.55
2000-06-01,45.45,68.52
2000-07-01,48.48,65.43
2000-08-01,28.80,62.14
2000-09-01,22.73,70.59
2000-10-01,13.13,68.28
2000-11-01,6.88,73.59
2000-12-01,0.85,77.60
2001-01-01,1.96,74.78
2001-02-01,2.67,76.03
2001-03-01,9.05,55.42
2001-04-01,9.93,65.28
2001-05-01,21.66,59.26
2001-06-01,23.59,76.02
2001-07-01,46.97,59.39
2001-08-01,36.22,68.62
2001-09-01,21.41,64.26
2001-10-01,10.99,62.72
2001-11-01,2.08,77.18
2001-12-01,2.46,64.03
2002-01-01,3.60,61.57
2002-02-01,3.39,50.52
2002-03-01,6.31,73.55
2002-04-01,12.87,67.72
2002-05-01,31.94,64.90
2002-06-01,52.30,60.70
2002-07-01,53.07,55.81
2002-08-01,39.64,54.86
2002-09-01,24.14,67.45
2002-10-01,17.27,67.87
2002-11-01,10.07,60.54
2002-12-01,2.60,60.14
2003-01-01,3.67,62.40
2003-02-01,5.73,56.80
2003-03-01,6.95,52.69
2003-04-01,11.00,36.91
2003-05-01,18.06,44.35
2003-06-01,54.08,54.07
2003-07-01,53.14,60.34
2003-08-01,39.42,54.82
2003-09-01,22.51,65.76
2003-10-01,16.00,69.45
2003-11-01,11.50,61.66
2003-12-01,4.97,73.70
2004-01-01,5.64,52.49
2004-02-01,4.27,26.59
2004-03-01,6.44,57.36
2004-04-01,18.09,59.28
2004-05-01,19.50,34.52
2004-06-01,52.59,64.00
2004-07-01,63.79,54.80
2004-08-01,44.67,49.57
2004-09-01,27.46,67.87
2004-10-01,13.43,56.49
2004-11-01,7.49,60.22
2004-12-01,3.79,56.93
2005-01-01,3.62,63.58
2005-02-01,3.56,32.24
2005-03-01,8.00,54.00
2005-04-01,13.30,53.52
2005-05-01,49.39,58.01
2005-06-01,61.20,60.64
2005-07-01,68.86,36.07
2005-08-01,60.19,50.94
2005-09-01,49.35,50.90
2005-10-01,33.69,52.34
2005-11-01,23.57,60.35
2005-12-01,3.93,51.42
2006-01-01,3.94,49.95
2006-02-01,4.14,49.58
2006-03-01,8.71,59.80
2006-04-01,14.91,52.71
2006-05-01,26.60,45.53
2006-06-01,53.46,55.13
2006-07-01,69.26,45.29
2006-08-01,59.57,46.01
2006-09-01,44.53,60.46
2006-10-01,30.92,59.86
2006-11-01,19.23,63.39
2006-12-01,6.33,71.45
2007-01-01,4.27,54.45
2007-02-01,4.61,55.94
2007-03-01,6.89,57.98
2007-04-01,17.38,61.14
2007-05-01,41.40,53.72
2007-06-01,67.46,57.75
2007-07-01,65.40,55.54
2007-08-01,60.82,53.85
2007-09-01,47.44,44.79
2007-10-01,39.84,61.65
