Year,SCA,CCA
2000-02-01,0.01,0.04
2000-03-01,0.00,1.35
2000-04-01,1.53,28.87
2000-05-01,5.05,28.28
2000-06-01,5.69,47.16
2000-07-01,31.51,18.47
2000-08-01,21.86,15.64
2000-09-01,23.14,25.74
2000-10-01,13.81,7.64
2000-11-01,5.26,17.89
2000-12-01,0.11,1.11
2001-01-01,0.00,0.46
2001-02-01,0.01,2.17
2001-03-01,0.62,7.62
2001-04-01,0.99,2.70
2001-05-01,5.23,22.35
2001-06-01,5.32,14.58
2001-07-01,14.83,53.46
2001-08-01,24.41,36.80
2001-09-01,21.11,20.41
2001-10-01,13.62,5.23
2001-11-01,3.77,6.64
2001-12-01,0.06,4.25
2002-01-01,0.00,0.29
2002-02-01,0.00,3.06
2002-03-01,0.03,0.00
2002-04-01,1.36,1.51
2002-05-01,5.78,46.80
2002-06-01,30.48,28.79
2002-07-01,28.60,11.26
2002-08-01,29.39,22.11
2002-09-01,23.36,13.48
2002-10-01,18.75,2.95
2002-11-01,13.24,0.02
2002-12-01,3.28,0.04
2003-01-01,0.19,0.06
2003-02-01,0.03,0.01
2003-03-01,0.05,0.15
2003-04-01,0.02,0.66
2003-05-01,9.17,11.04
2003-06-01,20.41,25.66
2003-07-01,23.48,14.58
2003-08-01,17.07,7.97
2003-09-01,13.29,2.36
2003-10-01,6.02,0.53
2003-11-01,0.43,0.25
2003-12-01,0.04,0.00
2004-01-01,0.09,0.02
2004-02-01,0.12,0.01
2004-03-01,0.18,3.67
2004-04-01,4.08,10.30
2004-05-01,4.74,2.59
2004-06-01,5.69,4.13
2004-07-01,7.27,20.37
2004-08-01,19.76,12.43
2004-09-01,9.81,2.90
2004-10-01,2.27,1.50
2004-11-01,1.38,4.76
2004-12-01,0.04,0.00
2005-01-01,0.07,0.00
2005-02-01,0.02,0.62
2005-03-01,0.39,0.53
2005-04-01,1.79,7.41
2005-05-01,19.71,13.54
2005-06-01,20.75,45.08
2005-07-01,20.43,14.00
2005-08-01,19.31,18.72
2005-09-01,23.10,9.22
2005-10-01,15.66,0.25
2005-11-01,8.05,0.07
2005-12-01,0.66,0.01
2006-01-01,0.09,0.01
2006-02-01,0.06,0.71
2006-03-01,0.02,0.33
2006-04-01,0.04,0.01
2006-05-01,1.21,8.71
2006-06-01,13.84,17.45
2006-07-01,20.25,33.92
2006-08-01,20.13,11.35
2006-09-01,14.61,1.63
2006-10-01,6.94,2.70
2006-11-01,0.77,0.00
2006-12-01,0.03,0.01
2007-01-01,0.06,0.11
2007-02-01,0.06,0.02
2007-03-01,0.02,5.08
2007-04-01,0.02,3.99
2007-05-01,4.01,12.50
2007-06-01,19.97,24.49
2007-07-01,23.66,13.26
2007-08-01,23.65,4.85
2007-09-01,17.42,0.57
2007-10-01,10.34,0.07
2007-11-01,1.46,0.07
2007-12-01,0.05,0.01
2008-01-01,0.04,0.00
2008-02-01,0.08,0.00
2008-03-01,0.07,0.06
2008-04-01,0.04,2.84
2008-05-01,1.22,23.11
2008-06-01,24.76,12.93
2008-07-01,21.98,21.51
2008-08-01,28.40,14.39
2008-09-01,22.39,19.49
2008-10-01,15.19,0.44
2008-11-01,3.81,0.04
2008-12-01,0.10,0.01
2009-01-01,0.10,0.05
2009-02-01,0.08,0.08
2009-03-01,0.16,0.00
2009-04-01,0.02,0.04
2009-05-01,0.86,13.00
2009-06-01,4.29,27.52
2009-07-01,22.53,13.68
2009-08-01,22.55,16.85
2009-09-01,16.41,12.95
2009-10-01,8.14,2.31
2009-11-01,0.88,0.30
2009-12-01,0.01,0.01
2010-01-01,0.05,0.01
2010-02-01,0.00,0.00
2010-03-01,0.01,0.01
2010-04-01,0.26,0.79
2010-05-01,6.40,19.31
2010-06-01,18.78,13.51
2010-07-01,21.61,2.45
2010-08-01,14.98,3.51
2010-09-01,12.52,3.67
2010-10-01,3.68,0.19
2010-11-01,0.37,0.27
2010-12-01,0.01,0.01
2011-01-01,0.04,0.01
2011-02-01,0.08,0.28
2011-03-01,0.02,0.00
2011-04-01,0.05,0.00
2011-05-01,0.08,0.07
2011-06-01,24.53,20.90
2011-07-01,27.99,32.17
2011-08-01,25.50,18.48
2011-09-01,18.08,0.19
2011-10-01,7.30,1.12
2011-11-01,0.45,0.02
2011-12-01,0.06,0.19
2012-01-01,0.03,0.01
2012-02-01,0.07,0.00
2012-03-01,0.01,0.00
2012-04-01,2.38,12.86
2012-05-01,10.84,12.95
2012-06-01,16.43,15.33
2012-07-01,11.91,2.78
2012-08-01,15.56,20.25
2012-09-01,8.14,5.77
2012-10-01,1.81,7.90
2012-11-01,0.07,2.53
2012-12-01,0.01,0.69
2013-01-01,0.09,0.34
2013-02-01,0.06,0.00
2013-03-01,0.01,0.06
2013-04-01,0.01,0.72
2013-05-01,5.43,10.07
2013-06-01,21.57,12.43
2013-07-01,19.52,8.40
2013-08-01,17.05,11.12
2013-09-01,11.22,9.44
2013-10-01,7.27,11.36
2013-11-01,1.05,1.72
2013-12-01,0.02,0.12
2014-01-01,0.05,0.00
2014-02-01,0.01,0.00
2014-03-01,0.02,0.09
2014-04-01,0.01,0.02
2014-05-01,0.08,3.74
2014-06-01,19.50,14.33
2014-07-01,14.48,11.76
2014-08-01,7.40,4.46
2014-09-01,5.91,13.05
2014-10-01,0.69,1.44
2014-11-01,0.01,0.45
2014-12-01,0.01,0.04
2015-01-01,0.01,0.22
2015-02-01,0.05,0.00
2015-03-01,3.03,7.79
2015-04-01,2.00,0.48
2015-05-01,0.53,0.18
