Year,Month,SCA,CCA
2000,1,0,
2000,2,0.30,70.92
2000,3,0.58,54.67
2000,4,0.55,59.02
2000,5,4.41,59.80
2000,6,12.52,69.59
2000,7,12.69,60.31
2000,8,8.11,57.33
2000,9,8.03,70.04
2000,10,3.25,53.35
2000,11,2.76,60.39
2000,12,1.26,53.48
2001,1,0.87,46.45
2001,2,0.56,41.49
2001,3,0.47,43.62
2001,4,1.21,35.70
2001,5,2.88,59.58
2001,6,12.40,87.26
2001,7,14.45,69.86
2001,8,9.76,66.85
2001,9,7.18,43.04
2001,10,2.82,54.61
2001,11,1.72,50.44
2001,12,0.80,21.87
2002,1,0.55,29.92
2002,2,0.47,26.95
2002,3,0.57,70.10
2002,4,3.41,71.00
2002,5,5.83,78.57
2002,6,16.31,57.79
2002,7,14.14,64.44
2002,8,11.30,67.21
2002,9,9.82,68.90
2002,10,6.36,60.69
2002,11,3.52,56.49
2002,12,1.80,27.36
2003,1,1.11,40.85
2003,2,0.81,25.54
2003,3,0.68,18.47
2003,4,1.82,11.93
2003,5,3.21,37.18
2003,6,13.81,56.83
2003,7,14.04,49.09
2003,8,11.57,52.50
2003,9,8.11,65.01
2003,10,4.73,58.44
2003,11,2.20,55.93
2003,12,1.58,54.23
2004,1,0.82,22.03
2004,2,0.61,8.67
2004,3,0.59,24.85
2004,4,2.40,49.82
2004,5,1.88,21.65
2004,6,13.77,67.33
2004,7,16.09,55.06
2004,8,7.81,46.94
2004,9,9.11,53.07
2004,10,4.23,72.73
2004,11,1.97,35.46
2004,12,1.16,48.93
2005,1,0.71,22.86
2005,2,0.56,4.49
2005,3,0.79,37.90
2005,4,1.47,31.22
2005,5,15.72,67.52
2005,6,28.57,65.97
2005,7,14.41,55.97
2005,8,16.60,53.26
2005,9,8.98,39.04
2005,10,4.70,53.75
2005,11,2.96,47.65
2005,12,1.75,14.83
2006,1,1.02,18.94
2006,2,0.70,15.29
2006,3,0.83,34.19
2006,4,1.16,37.93
2006,5,4.56,35.73
2006,6,16.23,64.89
2006,7,18.24,59.16
2006,8,12.81,40.49
2006,9,10.07,57.07
2006,10,5.78,49.36
2006,11,3.03,27.07
2006,12,1.74,51.53
2007,1,0.86,11.18
2007,2,0.74,24.56
2007,3,0.63,27.52
2007,4,2.30,44.63
2007,5,6.56,41.71
2007,6,20.12,55.11
2007,7,22.96,60.01
2007,8,16.21,26.96
2007,9,10.27,46.45
2007,10,6.73,59.15
2007,11,2.67,35.15
2007,12,2.31,28.63
2008,1,1.09,19.40
2008,2,0.67,4.38
2008,3,0.55,5.95
2008,4,2.48,38.76
2008,5,2.90,38.25
2008,6,15.28,55.48
2008,7,15.35,50.25
2008,8,16.82,66.89
2008,9,8.56,20.66
2008,10,3.55,37.66
2008,11,2.06,32.88
2008,12,0.91,15.48
2009,1,0.62,3.17
2009,2,0.60,32.83
2009,3,0.57,15.41
2009,4,0.86,30.14
2009,5,6.76,56.67
2009,6,9.12,39.03
2009,7,15.22,34.90
2009,8,15.95,75.20
2009,9,7.21,38.10
2009,10,3.83,58.22
2009,11,3.51,70.01
2009,12,2.14,34.71
2010,1,1.03,31.78
2010,2,0.75,33.28
2010,3,0.63,25.99
2010,4,1.65,39.04
2010,5,5.03,36.75
2010,6,16.85,72.33
2010,7,19.75,46.58
2010,8,14.82,31.92
2010,9,10.41,50.86
2010,10,4.58,43.67
2010,11,2.21,33.59
2010,12,1.53,39.86
2011,1,0.78,25.76
2011,2,0.62,11.15
2011,3,1.06,26.13
2011,4,1.90,49.45
2011,5,4.38,36.75
2011,6,14.12,51.02
2011,7,21.38,56.56
2011,8,14.98,48.08
2011,9,8.92,60.64
2011,10,4.84,37.73
2011,11,1.58,38.29
2011,12,0.89,14.80
2012,1,0.56,19.40
2012,2,0.62,41.84
2012,3,0.52,19.15
2012,4,1.09,39.50
2012,5,8.41,67.50
2012,6,13.28,53.82
2012,7,20.07,51.79
2012,8,11.05,50.77
2012,9,7.42,40.13
2012,10,4.24,36.95
2012,11,1.85,26.64
2012,12,1.28,67.07
2013,1,0.68,7.54
2013,2,0.65,28.65
2013,3,0.64,16.72
2013,4,0.96,34.29
2013,5,8.83,68.71
2013,6,13.83,62.31
2013,7,14.01,42.95
2013,8,14.92,56.21
2013,9,7.70,39.08
2013,10,3.17,37.83
2013,11,1.88,33.23
2013,12,0.87,13.25
2014,1,0.67,18.57
2014,2,0.55,22.50
2014,3,0.68,36.38
2014,4,2.54,31.16
2014,5,5.12,61.02
2014,6,17.77,49.78
2014,7,14.05,51.20
2014,8,9.57,51.29
2014,9,7.54,58.90
2014,10,3.65,48.00
2014,11,2.02,46.32
2014,12,1.08,30.39
2015,1,0.66,9.58
2015,2,0.54,14.55
2015,3,0.51,11.43
2015,4,0.77,45.69
2015,5,7.67,55.98
2015,6,17.33,61.06
2015,7,20.42,61.04
2015,8,14.02,60.38
2015,9,9.58,43.04
2015,10,4.96,29.35
2015,11,2.45,39.36
2015,12,1.10,25.90
2016,1,0.60,14.26
2016,2,0.53,26.82
2016,3,0.50,2.43
2016,4,1.62,24.51
2016,5,1.86,28.96
2016,6,7.21,20.64
2016,7,12.01,51.34
2016,8,13.11,55.52
2016,9,7.31,39.42
2016,10,2.80,33.36
2016,11,1.28,31.79
2016,12,0.81,37.10
2017,1,0.58,19.54
2017,2,0.46,27.63
2017,3,0.60,22.40
2017,4,1.19,34.78
2017,5,12.65,45.24
2017,6,23.07,74.64
2017,7,17.47,38.80
2017,8,12.79,58.70
2017,9,11.19,42.21
2017,10,5.46,60.73
2017,11,3.51,37.78
2017,12,1.92,38.35
2018,1,0.80,16.65
2018,2,0.62,13.49
2018,3,0.87,24.63
2018,4,2.42,32.05
2018,5,6.26,42.37
2018,6,16.76,61.53
2018,7,16.61,43.33
2018,8,9.80,48.02
2018,9,7.46,51.96
2018,10,5.34,46.87
2018,11,2.40,40.00
2018,12,1.21,22.55
2019,1,0.79,10.53
2019,2,0.56,10.95
2019,3,0.57,22.80
2019,4,1.01,38.53
2019,5,6.22,55.86
2019,6,20.68,45.59
2019,7,21.47,56.54
2019,8,14.07,56.00
2019,9,9.22,46.06
2019,10,4.90,39.43
2019,11,3.01,45.58
2019,12,1.46,28.82
2020,1,0.75,18.74
2020,2,0.76,24.70
2020,3,0.56,17.88
2020,4,1.33,39.12
2020,5,5.41,38.65
2020,6,18.50,63.90
2020,7,23.34,60.85
2020,8,13.81,57.56
2020,9,10.22,35.88
2020,10,4.41,35.58
2020,11,2.74,34.54
2020,12,1.83,28.97
2021,1,0.99,14.61
2021,2,0.63,3.54
2021,3,0.53,3.95
2021,4,0.96,43.89
2021,5,3.92,45.01
2021,6,15.46,45.33
2021,7,13.97,45.29
2021,8,9.71,54.80
2021,9,6.72,42.49
2021,10,3.38,27.50
2021,11,1.76,23.26
2021,12,0.73,14.12
2022,1,0.63,24.96
2022,2,0.46,15.06
2022,3,0.91,37.76
2022,4,3.08,54.61
2022,5,11.15,38.51
2022,6,17.81,52.79
2022,7,24.22,61.42
2022,8,13.61,51.58
2022,9,9.32,45.97
2022,10,4.84,43.63
2022,11,2.03,30.19
2022,12,0.86,28.00
2023,1,0.58,20.57
2023,2,0.46,16.09
2023,3,0.61,29.63
2023,4,1.25,41.47
2023,5,8.63,49.89
2023,6,19.77,55.11
2023,7,25.30,60.56
2023,8,15.60,52.89
2023,9,10.18,51.31
2023,10,5.14,31.73
2023,11,2.91,53.52
2023,12,1.75,14.36
2024,1,0.81,11.88
2024,2,0.57,7.90
2024,3,0.72,27.73
2024,4,2.65,39.36
2024,5,19.88,39.08
2024,6,28.50,67.90
2024,7,24.76,31.37
2024,8,14.78,38.23
2024,9,11.43,58.08
2024,10,4.74,22.14
2024,11,3.52,46.09
2024,12,1.75,6.48
2025,1,0.79,5.20
2025,2,0.57,20.85
2025,3,0.94,26.36
2025,4,5.02,48.51
