Year,Month,SCA,CCA
2000,1,0,
2000,2,0.98,81.75
2000,3,3.92,62.24
2000,4,3.48,59.48
2000,5,15.94,63.99
2000,6,31.70,79.58
2000,7,36.07,68.53
2000,8,24.92,74.19
2000,9,16.81,84.22
2000,10,8.23,67.41
2000,11,7.14,70.88
2000,12,4.66,70.81
2001,1,4.45,64.53
2001,2,3.87,57.56
2001,3,3.94,47.90
2001,4,5.60,40.72
2001,5,16.87,62.13
2001,6,29.76,86.96
2001,7,38.34,77.37
2001,8,29.88,79.22
2001,9,20.43,58.82
2001,10,10.47,60.47
2001,11,6.62,68.61
2001,12,4.93,32.11
2002,1,3.95,46.73
2002,2,3.02,33.95
2002,3,4.15,79.22
2002,4,14.94,84.57
2002,5,15.80,85.94
2002,6,46.28,68.24
2002,7,40.32,70.40
2002,8,27.25,79.52
2002,9,8.99,86.31
2002,10,14.35,79.30
2002,11,6.49,72.25
2002,12,5.97,39.34
2003,1,5.66,64.88
2003,2,5.31,39.07
2003,3,4.49,31.82
2003,4,9.15,24.19
2003,5,11.99,42.64
2003,6,40.68,73.82
2003,7,37.95,66.41
2003,8,32.00,64.94
2003,9,17.79,81.10
2003,10,14.61,74.07
2003,11,5.25,72.05
2003,12,4.77,77.88
2004,1,5.40,37.27
2004,2,4.53,17.40
2004,3,3.94,48.44
2004,4,13.16,66.57
2004,5,10.00,29.96
2004,6,33.36,74.63
2004,7,38.13,66.62
2004,8,25.43,51.33
2004,9,28.26,78.22
2004,10,9.42,82.51
2004,11,6.99,48.88
2004,12,6.21,68.34
2005,1,4.45,43.04
2005,2,4.09,12.64
2005,3,4.19,58.13
2005,4,8.49,50.04
2005,5,35.95,84.73
2005,6,52.47,81.73
2005,7,42.67,57.44
2005,8,44.41,70.46
2005,9,31.25,51.86
2005,10,20.30,71.60
2005,11,7.83,63.58
2005,12,5.66,39.33
2006,1,5.92,35.11
2006,2,4.85,28.11
2006,3,5.13,51.01
2006,4,6.37,53.46
2006,5,14.84,40.93
2006,6,40.99,74.20
2006,7,50.91,71.88
2006,8,40.00,53.27
2006,9,30.70,72.80
2006,10,22.97,63.33
2006,11,11.48,52.61
2006,12,2.88,79.56
2007,1,5.73,28.27
2007,2,5.45,44.31
2007,3,4.29,44.65
2007,4,10.86,55.23
2007,5,25.68,54.03
2007,6,48.85,74.17
2007,7,53.56,66.43
2007,8,47.40,47.41
2007,9,33.07,57.68
2007,10,28.93,72.24
2007,11,6.88,60.45
2007,12,6.12,48.21
2008,1,6.03,33.50
2008,2,4.82,6.87
2008,3,3.70,9.21
2008,4,12.29,51.43
2008,5,14.24,57.47
2008,6,37.55,74.28
2008,7,45.14,71.41
2008,8,43.81,71.71
2008,9,28.72,37.47
2008,10,16.31,57.38
2008,11,6.69,45.51
2008,12,5.16,32.41
2009,1,3.88,20.35
2009,2,3.17,48.81
2009,3,2.87,25.43
2009,4,4.33,42.80
2009,5,27.65,63.96
2009,6,29.46,48.16
2009,7,45.83,59.08
2009,8,33.76,85.37
2009,9,24.93,57.98
