Date,Elevation,SCA,CCA
2000-02-01,0.0,0.0,39.94781972400905
2000-02-01,100.0,0.0,43.5978657157914
2000-02-01,200.0,0.0,43.27347317567583
2000-02-01,300.0,0.0,44.71570906317737
2000-02-01,400.0,0.0,45.63964460373682
2000-02-01,500.0,0.0,44.72635169193347
2000-02-01,600.0,0.0,46.745335306659896
2000-02-01,700.0,0.0,47.41796645707286
2000-02-01,800.0,0.0,48.959340806212616
2000-02-01,900.0,0.0,49.73429828946751
2000-02-01,1000.0,0.0,48.96132871316315
2000-02-01,1100.0,0.0,46.633188707085225
2000-02-01,1200.0,0.004212413337855207,44.94405089123928
2000-02-01,1300.0,0.10119105442507288,43.19482222438094
2000-02-01,1400.0,0.17081257612920134,42.82730665866091
2000-02-01,1500.0,0.5794281362902097,43.90356362340625
2000-02-01,1600.0,2.4854897212803717,49.70866687847847
2000-02-01,1700.0,6.500663135619098,56.40591228990371
2000-02-01,1800.0,13.086613044488779,63.976717490529985
2000-02-01,1900.0,18.354535563938377,71.55463976584392
2000-02-01,2000.0,18.739044765018885,79.232160826628
2000-02-01,2100.0,15.234148438492296,85.51568480113554
2000-02-01,2200.0,12.571722506497116,88.37932406042255
2000-02-01,2300.0,12.20775346260146,90.6698737269236
2000-02-01,2400.0,12.694632890959898,93.16798896477509
2000-02-01,2500.0,8.919599753706926,95.75054202525905
2000-02-01,2600.0,3.1026319357294607,98.92781035879297
2000-02-01,2700.0,0.0,100.0
2000-02-01,2800.0,0.0,100.0
2000-02-01,2900.0,0.0,100.0
2000-02-01,3000.0,0.0,100.0
2000-02-01,3100.0,0.0,100.0
2000-03-01,0.0,0.0,5.501618370402627
2000-03-01,100.0,0.0,4.095002985497514
2000-03-01,200.0,0.0,4.955013748026015
2000-03-01,300.0,0.0,4.496115824565143
2000-03-01,400.0,0.0,6.351014563033837
2000-03-01,500.0,0.0,8.367807963493014
2000-03-01,600.0,0.0,10.25992386987381
2000-03-01,700.0,0.0,10.659464264785852
2000-03-01,800.0,0.0,11.0148206146656
2000-03-01,900.0,0.0,11.38321977444486
2000-03-01,1000.0,0.0,11.223824314609573
2000-03-01,1100.0,0.0,10.552958617465805
2000-03-01,1200.0,0.0,10.145360273356927
2000-03-01,1300.0,0.0,9.647437722631677
2000-03-01,1400.0,0.0,9.337367263736807
2000-03-01,1500.0,0.0,8.989506935922304
2000-03-01,1600.0,0.0,8.807402819520382
2000-03-01,1700.0,0.0,8.188987454510215
2000-03-01,1800.0,0.009057794562325373,7.6374705964757705
2000-03-01,1900.0,0.08103651682887689,7.1731738623461245
2000-03-01,2000.0,0.30530276745286716,7.4265674514750835
2000-03-01,2100.0,0.9125162704341403,8.05933836185694
2000-03-01,2200.0,2.270211580205785,8.85189642849052
2000-03-01,2300.0,4.450360845976744,9.836081251587391
2000-03-01,2400.0,7.490180842073794,10.890572020612911
2000-03-01,2500.0,12.626176741730747,12.338271620477718
2000-03-01,2600.0,19.71820938771777,14.171305080931928
2000-03-01,2700.0,27.756772204041145,15.435390810759792
2000-03-01,2800.0,36.24686991750933,15.667030388080406
2000-03-01,2900.0,42.09836491248015,15.18511224312829
2000-03-01,3000.0,48.39971435319662,13.488276750818354
2000-03-01,3100.0,50.29707532051287,11.988146551724153
2000-04-01,0.0,0.0,48.367879289943126
2000-04-01,100.0,0.0,48.38680485529022
2000-04-01,200.0,0.0,44.27010210196126
2000-04-01,300.0,0.0,38.64686844090237
2000-04-01,400.0,0.0,38.37610031424086
2000-04-01,500.0,0.0,38.05146606217574
2000-04-01,600.0,0.0,37.105776857649154
2000-04-01,700.0,0.0,35.46315306852003
2000-04-01,800.0,0.0,34.57727393969525
2000-04-01,900.0,0.0,34.40813936804869
2000-04-01,1000.0,0.0,33.35652175667574
2000-04-01,1100.0,0.0,31.194863936436228
2000-04-01,1200.0,0.0,28.798516669986803
2000-04-01,1300.0,0.0,26.887744777258675
2000-04-01,1400.0,0.0,25.94869763075015
2000-04-01,1500.0,0.0,24.96237355769174
2000-04-01,1600.0,0.0,24.27756601012217
2000-04-01,1700.0,0.0,23.839658814627164
2000-04-01,1800.0,0.0,23.30617370611149
2000-04-01,1900.0,0.0,23.03627167134623
2000-04-01,2000.0,0.0,23.623643492492295
2000-04-01,2100.0,0.0027572953342508114,24.975391378836765
2000-04-01,2200.0,0.26140865669611807,27.450034758204044
2000-04-01,2300.0,0.8986418075349155,30.550836756698242
2000-04-01,2400.0,1.8487425149791565,34.5173585649065
2000-04-01,2500.0,5.64450685406748,39.833007323989165
2000-04-01,2600.0,14.731550325045527,46.112033273112914
2000-04-01,2700.0,24.36754461765682,45.017937332437725
2000-04-01,2800.0,38.37214395500627,41.66296383268642
2000-04-01,2900.0,48.38895643145284,38.769543708241436
2000-04-01,3000.0,51.595759008574106,37.140549261442104
2000-04-01,3100.0,58.615613597412604,35.26400862068964
2000-05-01,0.0,0.44373059548194066,71.44268145656375
2000-05-01,100.0,0.2766238058817533,70.7373364883018
2000-05-01,200.0,0.2927489535345451,65.14022817335596
2000-05-01,300.0,0.0959156294909417,55.65057716472017
2000-05-01,400.0,0.23667701127510835,50.0303156880189
2000-05-01,500.0,0.38638973945010835,47.99079434476218
2000-05-01,600.0,0.19660145645751162,47.49912501303832
2000-05-01,700.0,0.04467068704414307,45.42029969364205
2000-05-01,800.0,0.020473342134701603,44.310266270606114
2000-05-01,900.0,0.00351980350856672,44.28120190866411
2000-05-01,1000.0,0.010425082452044463,44.196339465416024
2000-05-01,1100.0,0.010177477387537758,44.95350197562877
2000-05-01,1200.0,0.05498539743483299,45.09323786588741
2000-05-01,1300.0,0.2144486772660211,46.57276228982266
2000-05-01,1400.0,0.5098356463602028,47.92595683906805
2000-05-01,1500.0,1.0526806006963987,49.941813768246654
2000-05-01,1600.0,2.044489728731568,52.85821962135344
2000-05-01,1700.0,3.4152577290622217,55.67448695006435
2000-05-01,1800.0,5.8065513639463235,59.215079929075394
2000-05-01,1900.0,9.87826700405635,62.76950545943054
2000-05-01,2000.0,15.775979992928711,66.53349150902166
2000-05-01,2100.0,25.26403315650754,70.59139541406424
2000-05-01,2200.0,37.041255431611404,72.91959703056467
2000-05-01,2300.0,51.268097209419224,72.77199096694332
2000-05-01,2400.0,67.86426635098347,72.26853663247152
2000-05-01,2500.0,82.3588046615543,72.94016329693682
2000-05-01,2600.0,91.17327940203293,74.00485050119246
2000-05-01,2700.0,95.57886309487122,72.97373500348485
2000-05-01,2800.0,95.9162618209992,70.43404282747046
2000-05-01,2900.0,95.29812230221394,68.72999854259876
2000-05-01,3000.0,97.84727615369256,68.78113180474453
2000-05-01,3100.0,99.453125,67.79233870967751
2000-06-01,0.0,1.6266738496174362,84.83395557493552
2000-06-01,100.0,1.6379025302843606,81.76817248729715
2000-06-01,200.0,0.8711387920390861,75.40911428793765
2000-06-01,300.0,0.5383991706792796,70.34475257442868
2000-06-01,400.0,0.5769791430779613,66.9197590923626
2000-06-01,500.0,0.8853881332903228,66.89084517109542
2000-06-01,600.0,1.1401049050801062,67.35190274340182
2000-06-01,700.0,1.788494351214645,68.16425134465919
2000-06-01,800.0,2.413362977787824,68.6661051209178
2000-06-01,900.0,2.391833090414221,68.97149999507158
2000-06-01,1000.0,2.714272703926513,70.12015790937285
2000-06-01,1100.0,4.690659924840828,72.36626828411127
2000-06-01,1200.0,9.13598919569882,74.10044857127738
2000-06-01,1300.0,13.816183071025128,76.73164708332979
2000-06-01,1400.0,18.596769348454778,79.08743413825287
2000-06-01,1500.0,24.613270514076902,82.30607278778338
2000-06-01,1600.0,34.48323887760649,86.05174147923567
2000-06-01,1700.0,45.57780840391323,89.10317021710964
2000-06-01,1800.0,52.275234512875436,91.76225201119296
2000-06-01,1900.0,56.80068282190133,93.28423017818886
2000-06-01,2000.0,55.66614020691397,94.58769402461881
2000-06-01,2100.0,53.374316352261374,95.48091128246455
2000-06-01,2200.0,52.24841849688952,95.86323773750438
2000-06-01,2300.0,62.39062763834439,94.61402165956429
2000-06-01,2400.0,71.59384509569531,93.07882357889126
2000-06-01,2500.0,79.32489525524824,91.5999837829358
2000-06-01,2600.0,82.1760313426662,91.94796865137478
2000-06-01,2700.0,81.13724255913836,92.33458082737363
2000-06-01,2800.0,80.81596868246133,92.47164469506735
2000-06-01,2900.0,79.17654078936151,92.64458029397083
2000-06-01,3000.0,87.45401259587206,89.81596130377079
2000-06-01,3100.0,98.4375,89.81584821428568
2000-07-01,0.0,0.27682997781086355,39.22189944730943
2000-07-01,100.0,0.06228417980458017,41.555886878325175
2000-07-01,200.0,0.01905299880080185,37.40323518093926
2000-07-01,300.0,0.10082012609260294,29.52768118432976
2000-07-01,400.0,0.00860690814553308,28.41749626472047
2000-07-01,500.0,0.021268128031429093,28.82220929926678
2000-07-01,600.0,0.09367490362615521,29.37648462511765
2000-07-01,700.0,0.298520295216156,30.825931031401716
2000-07-01,800.0,0.5921178081356355,32.60224393575536
2000-07-01,900.0,1.9033302218389436,36.19063245577853
2000-07-01,1000.0,5.885075086501943,43.00065764148715
2000-07-01,1100.0,18.58920275027207,52.805501704232384
2000-07-01,1200.0,41.15429393462635,60.34538634723086
2000-07-01,1300.0,55.038466005875264,66.18177039864901
2000-07-01,1400.0,61.788628601279484,69.40417924481126
2000-07-01,1500.0,63.11534877693627,71.26160237769234
2000-07-01,1600.0,61.192334256113554,72.81372706966472
2000-07-01,1700.0,58.83102003820681,74.6326317746582
2000-07-01,1800.0,59.107364630189814,76.65175482944117
2000-07-01,1900.0,65.71671818907,76.72499646377459
2000-07-01,2000.0,68.96848259851701,77.61959944480023
2000-07-01,2100.0,71.47027418243657,78.16715989228882
2000-07-01,2200.0,68.57931413516694,80.67516973447856
2000-07-01,2300.0,73.58879802728693,79.25460324817945
2000-07-01,2400.0,74.73757077848079,78.25340311032852
2000-07-01,2500.0,77.296206763929,77.56911173849679
2000-07-01,2600.0,80.35211251284798,79.43649453222473
2000-07-01,2700.0,90.42110883833318,78.66258319846224
2000-07-01,2800.0,94.74312744304181,76.34534663311453
2000-07-01,2900.0,95.66903523833884,73.31349801050983
2000-07-01,3000.0,96.22057028835104,65.95909593473692
2000-07-01,3100.0,95.15593998015865,67.89314516129035
2000-08-01,0.0,0.0,50.091459715049844
2000-08-01,100.0,0.007334734128732513,46.60639333932258
2000-08-01,200.0,0.007433655638693348,45.079117039501156
2000-08-01,300.0,0.0,43.75906660609405
2000-08-01,400.0,0.0,43.07063508412599
2000-08-01,500.0,0.006753928079604974,42.49147937345148
2000-08-01,600.0,0.030208921662576365,42.93415179347846
2000-08-01,700.0,0.1011132916588926,44.56628549319982
2000-08-01,800.0,0.12802230155957398,45.31113864126804
2000-08-01,900.0,0.17845983179957306,48.656851160777755
2000-08-01,1000.0,0.5818754327280944,52.64908940797219
2000-08-01,1100.0,2.4550133309141096,60.46073141683281
2000-08-01,1200.0,12.328744158757273,68.85866418733514
2000-08-01,1300.0,28.180215375984783,75.98471424372103
2000-08-01,1400.0,41.07265192353032,80.22018858935279
2000-08-01,1500.0,49.11397958572041,82.43884457414792
2000-08-01,1600.0,52.69751137661235,83.59741083679619
2000-08-01,1700.0,52.36069743168927,84.46545124500454
2000-08-01,1800.0,51.225908373728,85.29354782584358
2000-08-01,1900.0,54.062712189123936,85.12832752947486
2000-08-01,2000.0,56.01384918613902,85.75076948059258
2000-08-01,2100.0,58.5726711059122,86.21252078874046
2000-08-01,2200.0,55.79384553987476,87.92757832963714
2000-08-01,2300.0,59.90204278393946,87.97553003733384
2000-08-01,2400.0,55.40070581785789,88.9936901689107
2000-08-01,2500.0,52.40767519800717,91.10140220294097
2000-08-01,2600.0,45.88001765979863,92.41823031535897
2000-08-01,2700.0,43.76931371190719,92.9393242879257
2000-08-01,2800.0,46.617461158912036,92.180008854661
2000-08-01,2900.0,47.77256840849033,91.49494014637638
2000-08-01,3000.0,47.69179605495625,87.88590075925617
2000-08-01,3100.0,42.18750000000001,88.28125000000001
2000-09-01,0.0,0.0072283062346376855,62.90633645258651
2000-09-01,100.0,0.0029437990217478743,63.1580263541723
2000-09-01,200.0,0.0,60.82932065570264
2000-09-01,300.0,0.0,59.97842911872674
2000-09-01,400.0,0.0,58.843135632657436
2000-09-01,500.0,0.0,58.403186662191274
2000-09-01,600.0,0.0,57.953255820026314
2000-09-01,700.0,0.007131429634653465,57.00076155382922
2000-09-01,800.0,0.024937566103724138,56.83284840282222
2000-09-01,900.0,0.057486198899557625,57.82197898910563
2000-09-01,1000.0,0.2299232473065506,59.86611886436922
2000-09-01,1100.0,1.4841418560582686,64.26915675542644
2000-09-01,1200.0,7.375297959152015,70.74790820639572
2000-09-01,1300.0,21.999001258293596,77.16175944286267
2000-09-01,1400.0,36.61847628726723,81.0206421872884
2000-09-01,1500.0,48.38399957476317,83.65226720013465
2000-09-01,1600.0,54.74869927326148,85.61029142611049
2000-09-01,1700.0,54.80601839662926,87.11180223468594
2000-09-01,1800.0,50.320299661565706,88.47158846562667
2000-09-01,1900.0,46.935972269640615,89.15235413099073
2000-09-01,2000.0,41.12961404906399,90.72063756846133
