Year,Month,SCA,CCA
2000,1,0,
2000,2,0.25,87.81
2000,3,2.42,65.16
2000,4,3.57,63.63
2000,5,17.43,67.18
2000,6,48.17,83.65
2000,7,52.21,78.60
2000,8,34.77,83.93
2000,9,28.13,92.35
2000,10,21.37,72.19
2000,11,12.79,78.43
2000,12,4.75,82.73
2001,1,3.52,79.60
2001,2,2.37,82.15
2001,3,3.55,50.28
2001,4,5.98,48.95
2001,5,14.97,76.22
2001,6,38.47,87.05
2001,7,59.96,81.69
2001,8,47.22,85.99
2001,9,31.13,69.49
2001,10,16.70,64.47
2001,11,5.74,80.21
2001,12,4.79,51.59
2002,1,2.90,65.56
2002,2,2.17,30.70
2002,3,4.52,87.16
2002,4,11.00,91.61
2002,5,27.98,92.08
2002,6,60.68,70.52
2002,7,55.14,76.42
2002,8,45.42,78.55
2002,9,31.26,89.67
2002,10,24.26,90.05
2002,11,17.96,77.62
2002,12,7.41,49.82
2003,1,5.17,65.17
2003,2,3.26,38.80
2003,3,3.10,37.40
2003,4,8.49,29.61
2003,5,13.99,49.91
2003,6,55.58,79.12
2003,7,58.29,66.36
2003,8,48.48,67.40
2003,9,28.18,86.50
2003,10,25.69,78.72
2003,11,13.62,78.03
2003,12,6.53,86.30
2004,1,5.09,45.19
2004,2,3.23,14.11
2004,3,3.25,53.83
2004,4,20.70,71.85
2004,5,14.42,44.24
2004,6,48.04,83.09
2004,7,55.94,71.66
2004,8,40.86,57.35
2004,9,38.70,86.17
2004,10,11.48,87.96
2004,11,10.47,57.38
2004,12,5.52,72.92
2005,1,3.59,48.12
2005,2,2.72,20.10
2005,3,4.14,66.13
2005,4,9.46,57.81
2005,5,53.03,87.25
2005,6,68.73,86.87
2005,7,66.41,49.24
2005,8,67.09,71.11
2005,9,51.05,62.71
2005,10,38.71,69.68
2005,11,11.63,77.97
2005,12,7.81,46.56
2006,1,5.63,43.28
2006,2,4.06,43.37
2006,3,4.32,58.33
2006,4,8.15,49.22
2006,5,17.24,45.79
2006,6,51.76,78.08
2006,7,73.29,73.48
2006,8,65.20,62.33
2006,9,51.46,76.99
2006,10,35.02,73.30
2006,11,12.73,67.12
2006,12,5.65,88.77
2007,1,5.36,44.37
2007,2,3.96,47.11
2007,3,3.37,46.18
2007,4,12.18,65.59
2007,5,33.33,52.06
2007,6,70.40,77.60
2007,7,72.59,64.61
2007,8,64.28,54.00
2007,9,50.36,60.00
2007,10,42.39,75.51
2007,11,11.41,66.42
2007,12,7.71,61.12
2008,1,4.59,37.49
2008,2,3.07,25.24
2008,3,2.37,3.99
2008,4,15.08,57.23
2008,5,38.23,66.27
2008,6,57.63,69.06
2008,7,58.03,79.80
2008,8,65.99,79.16
2008,9,46.46,46.92
2008,10,28.22,67.39
2008,11,10.08,58.16
2008,12,4.73,35.31
2009,1,2.54,34.33
2009,2,2.27,65.08
2009,3,2.72,26.02
2009,4,4.83,62.67
2009,5,44.67,68.17
2009,6,51.63,47.48
2009,7,59.88,56.28
2009,8,55.00,83.83
2009,9,40.72,65.54
2009,10,29.33,72.41
2009,11,9.15,92.17
2009,12,5.48,67.76
2010,1,5.52,73.06
2010,2,4.23,51.43
2010,3,3.74,40.04
2010,4,10.45,51.30
2010,5,31.90,65.74
2010,6,48.72,76.84
2010,7,69.04,70.85
2010,8,58.69,65.53
2010,9,51.60,77.03
2010,10,35.55,67.62
2010,11,8.92,58.68
2010,12,7.56,69.33
2011,1,3.83,39.85
2011,2,2.96,32.12
2011,3,4.38,68.51
2011,4,10.18,65.51
2011,5,26.56,63.86
