Year,Month,SCA,CCA
2000,1,0,
2000,2,0.30,71.31
2000,3,0.58,54.96
2000,4,0.56,59.33
2000,5,4.43,60.12
2000,6,12.58,69.96
2000,7,12.76,60.64
2000,8,8.16,57.65
2000,9,8.07,70.42
2000,10,3.27,53.64
2000,11,2.78,60.72
2000,12,1.27,53.78
2001,1,0.87,46.70
2001,2,0.57,41.71
2001,3,0.48,43.86
2001,4,1.22,35.90
2001,5,2.90,59.90
2001,6,12.47,87.73
2001,7,14.53,70.24
2001,8,9.81,67.21
2001,9,7.22,43.27
2001,10,2.83,54.91
2001,11,1.73,50.72
2001,12,0.80,21.99
2002,1,0.55,30.09
2002,2,0.47,27.09
2002,3,0.57,70.47
2002,4,3.43,71.38
2002,5,5.86,79.00
2002,6,16.40,58.10
2002,7,14.22,64.79
2002,8,11.36,67.58
2002,9,9.87,69.28
2002,10,6.39,61.03
2002,11,3.54,56.81
2002,12,1.81,27.51
2003,1,1.12,41.07
2003,2,0.82,25.69
2003,3,0.68,18.57
2003,4,1.83,12.00
2003,5,3.23,37.39
2003,6,13.88,57.15
2003,7,14.11,49.36
2003,8,11.63,52.79
2003,9,8.15,65.37
2003,10,4.76,58.77
2003,11,2.21,56.25
2003,12,1.59,54.53
2004,1,0.83,22.16
2004,2,0.61,8.72
2004,3,0.59,24.99
2004,4,2.41,50.10
2004,5,1.88,21.77
2004,6,13.84,67.70
2004,7,16.17,55.37
2004,8,7.85,47.20
2004,9,9.16,53.36
2004,10,4.26,73.14
2004,11,1.98,35.66
2004,12,1.17,49.21
2005,1,0.71,22.99
2005,2,0.57,4.51
2005,3,0.79,38.11
2005,4,1.48,31.40
2005,5,15.80,67.89
2005,6,28.72,66.34
2005,7,14.49,56.28
2005,8,16.69,53.56
2005,9,9.03,39.26
2005,10,4.72,54.05
2005,11,2.98,47.92
2005,12,1.76,14.91
2006,1,1.03,19.04
2006,2,0.70,15.37
2006,3,0.83,34.38
2006,4,1.17,38.14
2006,5,4.59,35.93
2006,6,16.32,65.25
2006,7,18.34,59.50
2006,8,12.87,40.72
2006,9,10.12,57.39
2006,10,5.81,49.64
