Year,Month,SCA,CCA
2000,1,0,
2000,2,10.27,16.40
2000,3,0.10,4.73
2000,4,0.45,27.84
2000,5,8.27,63.40
2000,6,24.40,82.85
2000,7,29.30,37.52
2000,8,25.43,48.62
2000,9,25.15,61.77
2000,10,21.73,18.46
2000,11,15.66,16.29
2000,12,8.50,0.67
2001,1,2.44,3.95
2001,2,0.45,0.05
2001,3,0.49,7.08
2001,4,3.92,18.16
2001,5,13.78,66.92
2001,6,23.92,42.71
2001,7,28.95,78.15
2001,8,26.24,47.46
2001,9,24.42,31.12
2001,10,18.54,28.86
2001,11,12.38,17.15
2001,12,5.08,0.11
2002,1,0.76,0.27
2002,2,0.40,2.57
2002,3,1.08,22.26
2002,4,4.10,22.81
2002,5,13.23,61.80
2002,6,31.27,54.19
2002,7,29.85,42.04
2002,8,28.83,50.03
2002,9,28.42,29.61
2002,10,23.97,49.87
2002,11,19.63,10.21
2002,12,12.49,2.01
2003,1,5.00,8.91
2003,2,1.40,0.00
2003,3,0.58,0.27
2003,4,1.15,11.51
2003,5,7.29,21.64
2003,6,21.04,71.40
2003,7,25.67,29.23
2003,8,20.63,17.38
2003,9,18.64,15.92
2003,10,13.39,9.57
2003,11,7.28,15.47
2003,12,1.49,5.64
2004,1,0.45,0.00
2004,2,0.29,0.00
2004,3,0.74,4.61
2004,4,4.88,20.42
2004,5,5.27,26.92
2004,6,20.39,48.70
2004,7,25.45,52.05
2004,8,26.85,22.82
2004,9,23.20,18.18
2004,10,16.99,33.72
2004,11,11.43,22.58
2004,12,3.08,7.19
2005,1,0.84,0.10
2005,2,0.26,0.59
2005,3,0.44,0.97
2005,4,0.64,0.39
2005,5,20.84,51.81
2005,6,27.44,54.76
2005,7,29.39,42.69
2005,8,27.16,53.77
2005,9,26.35,16.33
2005,10,21.00,10.28
2005,11,17.05,3.61
2005,12,11.79,1.09
2006,1,4.37,0.19
2006,2,1.58,0.20
2006,3,0.61,0.01
2006,4,2.72,12.69
2006,5,3.45,40.71
2006,6,25.67,52.95
2006,7,28.26,52.51
2006,8,29.68,47.90
2006,9,25.74,22.39
2006,10,21.61,31.77
2006,11,15.37,3.60
2006,12,9.06,3.05
2007,1,2.77,3.00
2007,2,1.33,3.17
2007,3,0.57,9.77
2007,4,1.35,16.12
2007,5,1.41,36.32
2007,6,29.70,33.63
2007,7,31.36,37.76
2007,8,32.97,22.23
2007,9,27.38,14.68
2007,10,20.52,8.57
2007,11,9.81,3.84
2007,12,1.59,7.48
2008,1,0.38,0.05
2008,2,0.21,0.11
2008,3,0.21,0.28
2008,4,3.37,6.26
2008,5,16.09,38.72
2008,6,28.89,27.70
2008,7,27.21,63.98
2008,8,26.85,38.88
2008,9,24.58,13.83
2008,10,18.86,7.18
2008,11,10.48,0.09
2008,12,2.12,0.07
2009,1,0.41,0.00
2009,2,0.23,0.04
2009,3,0.10,0.06
2009,4,0.15,0.44
2009,5,6.77,37.35
2009,6,14.76,37.85
2009,7,27.54,30.06
2009,8,28.18,67.35
2009,9,23.49,19.91
2009,10,20.77,27.06
2009,11,15.91,31.33
2009,12,8.67,1.12
2010,1,2.22,0.10
2010,2,0.40,0.01
2010,3,0.19,0.02
2010,4,0.24,5.79
2010,5,11.73,28.47
2010,6,18.93,41.18
2010,7,32.86,28.53
2010,8,29.88,22.50
2010,9,24.00,6.63
2010,10,15.29,25.59
2010,11,5.49,5.18
2010,12,1.64,1.58
2011,1,0.28,0.31
2011,2,0.17,0.81
2011,3,1.44,1.45
2011,4,6.53,11.65
2011,5,9.81,23.56
2011,6,25.50,41.99
2011,7,30.51,38.54
2011,8,33.29,52.84
2011,9,28.86,12.76
2011,10,20.82,13.76
2011,11,12.50,9.39
2011,12,2.53,0.06
2012,1,0.27,2.81
2012,2,0.17,1.55
2012,3,0.09,0.01
2012,4,0.99,13.81
2012,5,3.97,50.18
2012,6,16.41,54.05
2012,7,25.57,12.76
2012,8,25.38,39.06
2012,9,16.86,11.28
2012,10,13.70,31.42
2012,11,4.90,10.71
2012,12,6.16,18.59
2013,1,0.54,0.45
2013,2,0.20,1.99
2013,3,0.11,1.83
2013,4,0.17,3.88
2013,5,8.42,27.97
2013,6,24.50,23.34
2013,7,29.02,41.66
2013,8,28.64,14.81
2013,9,22.56,38.95
2013,10,18.22,15.43
2013,11,9.08,4.31
2013,12,1.51,0.02
2014,1,0.21,0.01
2014,2,0.15,0.00
2014,3,0.42,3.26
2014,4,1.68,5.15
2014,5,15.86,39.46
2014,6,32.69,41.26
2014,7,31.20,34.39
2014,8,28.11,24.80
2014,9,24.35,41.81
2014,10,18.91,5.90
2014,11,11.08,7.12
2014,12,4.20,0.43
2015,1,0.68,0.00
2015,2,0.24,0.07
2015,3,0.14,6.48
2015,4,1.02,2.40
2015,5,3.85,21.94
2015,6,22.91,25.77
2015,7,23.94,56.13
2015,8,28.18,48.27
2015,9,23.38,51.69
2015,10,21.21,25.51
2015,11,13.85,9.68
2015,12,4.69,0.11
2016,1,0.69,7.28
2016,2,0.19,0.01
2016,3,0.10,3.37
2016,4,3.11,48.38
2016,5,11.64,37.45
2016,6,12.02,28.64
2016,7,17.23,44.81
2016,8,22.70,24.84
2016,9,14.46,10.88
2016,10,10.45,23.15
2016,11,3.62,1.04
2016,12,0.41,0.47
2017,1,0.11,0.00
2017,2,0.12,2.35
2017,3,0.24,2.46
2017,4,2.81,4.94
2017,5,12.21,32.34
2017,6,25.64,49.86
2017,7,28.42,19.26
2017,8,28.31,36.47
2017,9,24.72,15.42
2017,10,20.91,19.94
2017,11,12.73,13.00
2017,12,2.81,1.34
2018,1,0.36,4.18
2018,2,0.12,0.01
2018,3,1.97,0.92
2018,4,3.68,17.98
2018,5,4.52,32.99
2018,6,27.45,37.33
2018,7,25.68,30.63
2018,8,25.24,31.74
2018,9,20.90,35.04
2018,10,20.20,21.37
2018,11,11.54,8.48
2018,12,3.34,0.54
2019,1,0.44,5.14
2019,2,0.15,0.00
2019,3,0.09,0.09
2019,4,0.14,6.37
2019,5,15.60,42.22
2019,6,29.43,54.69
2019,7,28.02,22.27
2019,8,22.93,35.59
2019,9,19.49,16.91
2019,10,12.80,18.21
2019,11,3.86,4.48
2019,12,0.43,0.03
2020,1,0.11,0.01
2020,2,0.12,0.00
2020,3,0.04,0.17
2020,4,1.24,6.23
2020,5,4.84,9.80
2020,6,20.41,50.83
2020,7,32.22,55.14
2020,8,28.32,20.22
2020,9,25.10,6.87
2020,10,20.02,1.91
2020,11,10.26,0.07
2020,12,1.92,0.01
2021,1,0.37,8.69
2021,2,0.44,1.22
2021,3,0.12,0.31
2021,4,0.23,12.86
2021,5,12.92,40.24
2021,6,15.71,46.47
2021,7,19.34,23.43
2021,8,16.68,34.36
2021,9,23.15,12.14
2021,10,13.04,4.64
2021,11,2.07,4.33
2021,12,0.24,1.29
2022,1,0.07,1.29
2022,2,0.12,0.43
2022,3,0.11,0.01
2022,4,1.17,28.40
2022,5,15.14,25.13
2022,6,23.28,45.64
2022,7,32.95,40.48
2022,8,28.92,21.94
2022,9,24.50,14.74
2022,10,16.58,8.47
2022,11,5.99,8.93
2022,12,0.71,0.01
2023,1,0.13,0.00
2023,2,0.07,0.00
2023,3,0.07,0.00
2023,4,0.58,10.76
2023,5,11.28,26.74
2023,6,16.76,45.82
2023,7,26.05,50.17
2023,8,25.14,39.24
2023,9,24.83,43.66
2023,10,20.69,19.38
2023,11,16.84,5.45
2023,12,8.40,0.16
2024,1,2.23,0.00
2024,2,0.60,1.76
2024,3,0.27,0.57
2024,4,2.07,26.18
2024,5,28.23,34.43
2024,6,33.63,63.67
2024,7,30.25,17.34
2024,8,29.75,29.08
2024,9,25.40,30.04
2024,10,18.87,13.86
2024,11,10.54,2.72
2024,12,2.54,0.07
2025,1,0.38,0.00
2025,2,0.13,0.00
2025,3,0.32,2.92
2025,4,2.29,17.57
