Year,SCA,CCA
2000-02-01,0.06,48.71
2000-03-01,2.08,48.58
2000-04-01,9.33,50.88
2000-05-01,8.41,41.42
2000-06-01,27.48,36.34
2000-07-01,26.63,38.49
2000-08-01,24.09,45.34
2000-09-01,17.83,34.54
2000-10-01,4.14,46.17
2000-11-01,1.93,49.78
2000-12-01,0.43,51.46
2001-01-01,1.54,49.38
2001-02-01,2.39,50.21
2001-03-01,4.08,45.35
2001-04-01,6.50,45.37
2001-05-01,13.35,34.56
2001-06-01,34.30,40.40
2001-07-01,37.13,32.03
2001-08-01,20.61,39.16
2001-09-01,6.13,40.89
2001-10-01,2.77,45.20
2001-11-01,2.78,49.37
2001-12-01,0.24,46.77
2002-01-01,1.12,47.61
2002-02-01,0.41,43.39
2002-03-01,2.27,44.61
2002-04-01,8.45,45.85
2002-05-01,25.60,34.47
2002-06-01,38.76,38.95
2002-07-01,23.23,28.26
2002-08-01,11.29,28.65
2002-09-01,4.08,28.73
2002-10-01,5.74,33.08
2002-11-01,2.73,37.06
2002-12-01,1.56,40.06
2003-01-01,3.64,40.95
2003-02-01,2.15,34.98
2003-03-01,1.85,29.67
2003-04-01,2.45,26.54
2003-05-01,12.16,31.68
2003-06-01,28.74,19.74
2003-07-01,22.55,33.09
2003-08-01,16.00,29.89
2003-09-01,7.50,32.89
2003-10-01,4.93,30.73
2003-11-01,3.54,33.19
2003-12-01,2.52,41.85
2004-01-01,2.58,36.54
2004-02-01,1.26,31.40
2004-03-01,2.79,31.41
2004-04-01,11.23,33.80
2004-05-01,8.15,22.34
2004-06-01,27.21,31.95
2004-07-01,33.97,24.50
2004-08-01,18.37,31.85
2004-09-01,15.19,36.94
2004-10-01,2.54,30.32
2004-11-01,0.65,29.63
2004-12-01,1.44,34.09
2005-01-01,1.99,36.21
2005-02-01,0.64,27.97
2005-03-01,4.50,34.63
2005-04-01,6.85,33.67
2005-05-01,25.09,28.96
2005-06-01,42.06,21.02
2005-07-01,21.22,29.23
2005-08-01,23.16,28.56
2005-09-01,8.04,33.57
2005-10-01,1.45,27.07
2005-11-01,1.26,28.80
2005-12-01,0.94,30.90
2006-01-01,1.33,32.20
2006-02-01,1.82,28.45
2006-03-01,7.01,35.50
2006-04-01,10.26,33.64
2006-05-01,13.99,28.32
2006-06-01,28.74,23.61
2006-07-01,29.34,23.55
2006-08-01,15.38,28.51
2006-09-01,8.61,33.42
2006-10-01,5.60,32.60
2006-11-01,2.03,35.83
2006-12-01,2.30,37.81
2007-01-01,1.28,36.21
2007-02-01,2.11,33.88
2007-03-01,3.12,33.79
2007-04-01,12.34,32.54
2007-05-01,17.38,28.41
2007-06-01,25.05,29.29
2007-07-01,31.50,27.18
2007-08-01,22.85,32.24
2007-09-01,4.92,25.77
2007-10-01,7.65,36.97
2007-11-01,3.63,35.29
2007-12-01,1.90,37.64
2008-01-01,1.06,33.44
2008-02-01,0.95,36.07
2008-03-01,3.63,35.07
2008-04-01,14.55,38.94
2008-05-01,25.31,24.60
2008-06-01,25.75,24.69
2008-07-01,28.73,25.43
2008-08-01,27.72,27.48
2008-09-01,7.92,29.24
2008-10-01,7.29,38.29
2008-11-01,1.79,35.79
2008-12-01,0.56,34.67
2009-01-01,1.60,35.32
2009-02-01,2.73,37.45
2009-03-01,8.02,33.73
2009-04-01,9.39,35.23
2009-05-01,25.26,32.45
2009-06-01,28.34,28.46
2009-07-01,25.36,28.09
2009-08-01,19.00,30.40
2009-09-01,13.81,37.17
2009-10-01,7.44,37.87
2009-11-01,6.90,39.13
2009-12-01,2.79,34.45
2010-01-01,3.88,38.79
2010-02-01,1.80,33.80
2010-03-01,2.04,32.90
2010-04-01,10.32,30.93
2010-05-01,20.05,32.66
2010-06-01,27.33,27.40
2010-07-01,33.47,25.52
2010-08-01,16.66,31.36
2010-09-01,11.73,35.79
2010-10-01,5.95,36.50
2010-11-01,3.40,32.40
2010-12-01,3.32,39.52
2011-01-01,1.63,34.44
2011-02-01,2.19,28.09
2011-03-01,9.78,37.64
2011-04-01,9.53,35.90
2011-05-01,23.43,30.78
2011-06-01,26.08,21.98
2011-07-01,32.23,30.05
2011-08-01,19.47,23.35
2011-09-01,10.20,32.49
2011-10-01,3.17,35.25
2011-11-01,3.82,37.98
2011-12-01,0.85,32.87
2012-01-01,1.76,35.86
2012-02-01,0.91,25.27
2012-03-01,2.83,37.34
2012-04-01,7.18,28.24
2012-05-01,24.67,27.71
2012-06-01,31.44,31.04
2012-07-01,31.31,34.57
2012-08-01,23.93,31.50
2012-09-01,8.28,35.06
2012-10-01,9.58,37.78
2012-11-01,2.86,36.69
2012-12-01,0.78,32.56
2013-01-01,1.39,35.40
2013-02-01,0.86,26.87
2013-03-01,2.76,27.94
2013-04-01,7.94,30.71
2013-05-01,19.86,29.94
2013-06-01,29.89,29.74
2013-07-01,26.14,28.14
2013-08-01,26.55,32.48
2013-09-01,13.81,29.67
2013-10-01,4.40,39.57
2013-11-01,3.86,36.02
2013-12-01,1.63,39.12
2014-01-01,1.87,37.35
2014-02-01,2.75,35.50
2014-03-01,4.35,36.36
2014-04-01,7.05,28.74
2014-05-01,17.53,26.18
2014-06-01,25.11,26.20
2014-07-01,30.08,27.07
2014-08-01,13.10,32.63
2014-09-01,4.17,25.41
2014-10-01,4.87,32.90
2014-11-01,3.31,38.80
2014-12-01,0.87,37.58
2015-01-01,0.86,26.09
2015-02-01,2.52,33.89
2015-03-01,3.20,35.27
2015-04-01,4.88,29.62
2015-05-01,17.03,29.53
2015-06-01,29.71,28.35
2015-07-01,27.35,32.31
2015-08-01,24.39,24.98
2015-09-01,13.54,34.31
2015-10-01,3.56,29.89
2015-11-01,2.58,36.13
2015-12-01,0.74,31.70
2016-01-01,0.44,25.16
2016-02-01,1.78,37.15
2016-03-01,3.27,34.07
2016-04-01,5.35,25.67
2016-05-01,7.46,11.65
2016-06-01,18.07,30.20
2016-07-01,15.17,19.41
2016-08-01,9.53,23.68
2016-09-01,3.99,27.16
2016-10-01,4.61,31.02
2016-11-01,1.00,30.28
2016-12-01,1.07,35.64
2017-01-01,2.73,37.95
2017-02-01,1.89,32.76
2017-03-01,1.07,24.80
2017-04-01,4.99,29.09
2017-05-01,13.59,26.36
2017-06-01,35.67,26.07
2017-07-01,30.15,32.31
2017-08-01,19.30,32.86
2017-09-01,14.79,35.87
2017-10-01,3.79,34.62
2017-11-01,0.90,28.74
2017-12-01,1.20,34.90
2018-01-01,1.85,37.85
2018-02-01,1.75,32.39
2018-03-01,5.30,34.58
2018-04-01,12.28,33.82
2018-05-01,15.75,27.11
2018-06-01,29.73,20.64
2018-07-01,31.02,20.22
2018-08-01,23.15,34.26
2018-09-01,8.14,27.84
2018-10-01,2.40,26.75
2018-11-01,1.73,33.61
2018-12-01,2.37,38.15
2019-01-01,3.35,37.05
2019-02-01,1.45,34.21
2019-03-01,2.72,34.68
2019-04-01,6.86,35.77
2019-05-01,16.60,25.20
2019-06-01,30.33,27.56
2019-07-01,22.25,27.06
2019-08-01,21.01,27.12
2019-09-01,11.46,29.50
2019-10-01,4.67,32.51
2019-11-01,2.49,34.23
2019-12-01,1.32,36.51
2020-01-01,3.73,38.55
2020-02-01,1.13,31.68
2020-03-01,2.77,33.04
2020-04-01,6.34,28.41
2020-05-01,17.02,29.94
2020-06-01,27.29,19.06
2020-07-01,31.93,17.02
2020-08-01,27.58,35.22
2020-09-01,13.15,36.22
2020-10-01,5.22,38.76
2020-11-01,1.63,38.15
2020-12-01,1.45,36.81
2021-01-01,1.79,36.13
2021-02-01,0.60,30.17
2021-03-01,1.82,26.63
2021-04-01,5.87,28.59
2021-05-01,16.90,30.35
2021-06-01,25.94,27.28
2021-07-01,29.27,31.19
2021-08-01,10.79,30.99
2021-09-01,6.92,32.19
2021-10-01,5.17,32.06
2021-11-01,1.49,31.58
2021-12-01,1.41,29.93
2022-01-01,0.89,29.40
