Year,Month,SCA,CCA
2000,1,0,
2000,2,21.07,70.57
2000,3,32.01,78.44
2000,4,35.34,70.69
2000,5,42.06,54.25
2000,6,68.02,59.68
2000,7,66.67,63.14
2000,8,60.38,60.20
2000,9,57.08,51.57
2000,10,44.66,72.48
2000,11,35.06,78.52
2000,12,6.63,83.04
2001,1,5.07,82.76
2001,2,12.45,82.90
2001,3,40.74,67.57
2001,4,38.77,72.36
2001,5,47.80,51.17
2001,6,60.88,67.00
2001,7,69.44,47.76
2001,8,61.41,62.61
2001,9,52.22,54.67
2001,10,43.65,66.06
2001,11,10.20,83.06
2001,12,34.28,72.14
2002,1,32.33,70.65
2002,2,32.24,60.80
2002,3,30.39,76.93
2002,4,40.12,70.84
2002,5,56.93,49.34
2002,6,71.14,49.32
2002,7,68.32,44.65
2002,8,56.27,43.08
2002,9,45.34,59.37
2002,10,46.06,68.22
2002,11,37.85,68.38
2002,12,33.59,67.56
2003,1,28.72,73.53
2003,2,34.25,69.91
2003,3,35.18,61.40
2003,4,35.74,42.70
2003,5,44.65,49.46
2003,6,70.25,45.33
2003,7,65.42,61.54
2003,8,62.47,47.34
2003,9,48.51,67.85
2003,10,47.92,64.09
2003,11,42.34,67.29
2003,12,33.35,77.71
2004,1,30.41,73.15
2004,2,31.82,44.59
2004,3,33.54,58.90
2004,4,40.60,57.35
2004,5,42.85,25.72
2004,6,63.42,61.27
2004,7,73.06,42.82
2004,8,62.08,46.40
2004,9,52.63,68.71
2004,10,42.12,59.01
2004,11,38.14,62.03
2004,12,32.94,66.40
2005,1,30.13,72.16
2005,2,31.46,45.89
2005,3,35.79,67.93
2005,4,40.80,58.40
2005,5,64.28,48.33
2005,6,76.29,44.24
2005,7,69.14,44.71
2005,8,64.82,54.34
2005,9,52.18,63.06
2005,10,42.08,57.00
2005,11,38.03,64.39
2005,12,33.55,62.07
2006,1,32.91,63.48
2006,2,32.37,53.28
2006,3,36.89,67.42
2006,4,43.02,59.31
2006,5,46.51,45.19
2006,6,69.25,42.31
2006,7,69.30,42.44
2006,8,62.10,50.08
2006,9,50.65,63.65
2006,10,42.71,68.66
2006,11,37.51,70.09
2006,12,24.99,76.88
2007,1,34.27,68.31
2007,2,33.38,64.89
2007,3,35.02,64.42
2007,4,42.65,61.86
2007,5,57.00,42.45
2007,6,66.48,50.32
2007,7,70.92,45.12
2007,8,63.27,58.96
2007,9,57.52,47.53
2007,10,48.40,69.85
2007,11,42.23,66.63
2007,12,36.03,75.21
2008,1,31.92,60.87
2008,2,30.55,71.02
2008,3,33.32,62.33
2008,4,50.34,66.94
2008,5,64.61,46.47
2008,6,69.75,42.32
2008,7,68.69,43.18
2008,8,66.15,51.47
2008,9,58.17,56.91
2008,10,44.50,74.70
2008,11,38.14,71.01
2008,12,32.65,57.08
2009,1,33.07,64.24
2009,2,33.03,72.23
2009,3,39.86,68.70
2009,4,38.64,64.62
2009,5,62.51,62.30
2009,6,70.42,42.22
2009,7,69.97,46.54
2009,8,62.00,58.52
2009,9,57.57,65.78
2009,10,50.61,69.04
2009,11,43.94,74.47
2009,12,40.51,70.39
2010,1,35.02,73.78
2010,2,36.31,62.47
2010,3,36.68,58.43
2010,4,42.05,59.87
2010,5,58.59,55.48
2010,6,66.90,52.29
2010,7,72.32,43.92
2010,8,66.32,51.86
2010,9,51.96,70.81
2010,10,46.28,70.54
2010,11,38.71,65.24
2010,12,31.77,74.64
2011,1,33.62,68.04
2011,2,32.78,50.42
2011,3,37.31,72.80
2011,4,47.70,65.26
2011,5,57.21,58.07
2011,6,62.78,43.70
2011,7,69.70,50.89
2011,8,63.88,40.71
2011,9,53.68,66.31
2011,10,44.18,62.96
2011,11,39.63,71.33
2011,12,33.15,51.65
2012,1,32.79,54.77
2012,2,33.21,47.77
2012,3,34.09,62.70
2012,4,43.10,54.43
2012,5,64.46,55.77
2012,6,67.07,52.86
2012,7,66.00,60.74
2012,8,68.21,53.55
2012,9,56.21,64.34
2012,10,49.49,67.73
2012,11,40.30,67.68
2012,12,36.49,68.91
