Year,SCA,CCA
2000-02-01,0.00,0.11
2000-03-01,0.00,2.51
2000-04-01,0.08,30.12
2000-05-01,2.35,30.31
2000-06-01,9.23,44.60
2000-07-01,15.19,19.93
2000-08-01,8.23,32.48
2000-09-01,10.33,35.89
2000-10-01,4.85,22.92
2000-11-01,1.45,24.16
2000-12-01,0.05,2.63
2001-01-01,0.00,4.18
2001-02-01,0.00,4.36
2001-03-01,0.13,9.23
2001-04-01,0.43,1.60
2001-05-01,3.46,37.00
2001-06-01,1.88,25.22
2001-07-01,9.96,65.71
2001-08-01,9.93,45.82
2001-09-01,7.48,37.59
2001-10-01,3.90,15.54
2001-11-01,0.98,10.36
2001-12-01,0.03,6.78
2002-01-01,0.00,1.84
2002-02-01,0.00,4.81
2002-03-01,0.05,0.00
2002-04-01,0.17,4.73
2002-05-01,1.47,47.09
2002-06-01,17.26,39.34
2002-07-01,15.04,9.91
2002-08-01,14.51,42.37
2002-09-01,8.65,19.75
2002-10-01,5.41,3.16
2002-11-01,2.94,0.93
2002-12-01,0.59,0.16
2003-01-01,0.11,0.03
2003-02-01,0.00,0.00
2003-03-01,0.03,1.86
2003-04-01,0.04,3.77
2003-05-01,3.86,12.81
2003-06-01,8.39,30.83
2003-07-01,9.49,15.09
2003-08-01,6.02,18.01
2003-09-01,3.92,21.47
2003-10-01,1.57,11.57
2003-11-01,0.30,0.85
2003-12-01,0.01,0.00
2004-01-01,0.01,0.56
2004-02-01,0.01,0.00
2004-03-01,0.05,2.84
2004-04-01,2.05,8.43
2004-05-01,1.41,2.83
2004-06-01,3.88,11.62
2004-07-01,7.68,22.68
2004-08-01,12.41,14.72
2004-09-01,3.99,9.08
2004-10-01,0.51,7.12
2004-11-01,0.42,21.05
2004-12-01,0.01,0.27
2005-01-01,0.07,0.00
2005-02-01,0.02,1.84
2005-03-01,0.05,9.41
2005-04-01,0.56,6.43
2005-05-01,6.01,16.14
2005-06-01,5.56,45.58
2005-07-01,7.26,26.18
2005-08-01,8.64,24.78
2005-09-01,9.19,19.40
2005-10-01,4.86,8.23
2005-11-01,2.73,0.03
2005-12-01,0.46,2.09
2006-01-01,0.01,0.55
2006-02-01,0.04,3.22
2006-03-01,0.00,0.03
2006-04-01,0.00,0.87
2006-05-01,0.30,29.22
2006-06-01,5.44,33.10
2006-07-01,13.39,40.36
2006-08-01,9.13,27.19
2006-09-01,5.56,10.22
2006-10-01,4.06,9.40
2006-11-01,0.97,0.07
2006-12-01,0.03,0.00
2007-01-01,0.02,0.00
2007-02-01,0.02,0.02
2007-03-01,0.07,10.80
2007-04-01,0.01,9.36
2007-05-01,0.90,15.87
2007-06-01,11.19,18.48
2007-07-01,12.10,18.07
2007-08-01,11.82,6.49
2007-09-01,5.94,5.50
2007-10-01,2.33,1.91
2007-11-01,0.19,0.01
2007-12-01,0.01,0.00
2008-01-01,0.01,0.00
2008-02-01,0.03,0.53
2008-03-01,0.05,0.04
2008-04-01,0.13,4.62
2008-05-01,3.55,25.77
2008-06-01,9.37,18.08
2008-07-01,9.05,24.05
2008-08-01,10.73,13.77
2008-09-01,7.91,20.23
2008-10-01,4.22,8.29
2008-11-01,0.95,1.26
2008-12-01,0.02,3.53
2009-01-01,0.02,0.00
2009-02-01,0.00,0.23
2009-03-01,0.05,0.01
2009-04-01,0.01,0.20
2009-05-01,0.10,22.67
2009-06-01,2.88,34.08
2009-07-01,14.21,12.99
2009-08-01,11.73,27.13
2009-09-01,7.26,27.51
2009-10-01,3.98,3.92
2009-11-01,1.00,8.34
2009-12-01,0.03,0.00
2010-01-01,0.00,0.00
2010-02-01,0.00,0.00
2010-03-01,0.01,0.00
2010-04-01,0.02,0.20
2010-05-01,0.88,13.03
2010-06-01,8.40,13.86
2010-07-01,12.05,3.20
2010-08-01,6.92,7.95
2010-09-01,3.65,7.32
2010-10-01,0.82,6.15
2010-11-01,0.56,0.61
2010-12-01,0.00,0.01
2011-01-01,0.01,0.00
2011-02-01,0.02,2.35
2011-03-01,0.02,0.00
2011-04-01,0.00,3.51
2011-05-01,0.04,0.00
2011-06-01,9.34,12.11
2011-07-01,15.24,24.49
2011-08-01,11.80,30.72
2011-09-01,6.04,0.38
2011-10-01,1.98,1.99
2011-11-01,0.09,0.00
2011-12-01,0.02,2.06
2012-01-01,0.02,0.00
2012-02-01,0.02,0.00
2012-03-01,0.01,0.00
2012-04-01,0.45,13.29
2012-05-01,1.93,14.60
2012-06-01,6.06,32.38
2012-07-01,3.80,6.97
2012-08-01,6.29,22.59
2012-09-01,1.98,11.69
2012-10-01,0.80,14.98
2012-11-01,0.02,10.85
2012-12-01,0.00,8.77
2013-01-01,0.03,1.99
2013-02-01,0.01,0.01
2013-03-01,0.03,0.60
2013-04-01,0.00,0.78
2013-05-01,2.09,9.37
2013-06-01,6.18,12.91
2013-07-01,6.34,21.79
2013-08-01,7.26,20.92
2013-09-01,2.70,14.52
2013-10-01,1.35,11.33
2013-11-01,0.24,2.02
2013-12-01,0.00,2.00
2014-01-01,0.01,0.00
2014-02-01,0.01,1.81
2014-03-01,0.01,0.37
2014-04-01,0.00,0.49
2014-05-01,0.71,8.90
2014-06-01,11.50,13.40
2014-07-01,8.03,22.32
2014-08-01,5.19,10.31
2014-09-01,3.16,23.46
2014-10-01,0.55,10.01
2014-11-01,0.02,0.40
2014-12-01,0.01,0.00
2015-01-01,0.00,1.96
2015-02-01,0.01,0.19
2015-03-01,0.24,9.43
2015-04-01,0.02,0.01
2015-05-01,0.07,2.04
2015-06-01,0.05,5.60
2015-07-01,8.05,25.87
2015-08-01,11.55,35.81
2015-09-01,6.99,30.40
2015-10-01,6.07,27.42
2015-11-01,2.62,6.63
2015-12-01,0.25,0.98
2016-01-01,0.01,20.59
2016-02-01,0.00,1.48
2016-03-01,0.00,5.40
2016-04-01,0.96,36.25
2016-05-01,2.84,45.82
2016-06-01,12.16,16.79
2016-07-01,11.06,35.75
2016-08-01,6.92,1.81
2016-09-01,4.18,3.43
2016-10-01,1.51,16.51
2016-11-01,0.31,0.10
2016-12-01,0.32,0.24
2017-01-01,0.00,0.00
2017-02-01,0.06,0.00
2017-03-01,0.02,0.29
2017-04-01,0.10,0.64
2017-05-01,6.31,34.65
2017-06-01,9.27,36.53
2017-07-01,9.07,7.74
2017-08-01,6.68,11.06
2017-09-01,3.89,21.02
2017-10-01,1.88,1.91
2017-11-01,0.04,5.96
2017-12-01,0.01,0.33
2018-01-01,0.01,2.96
2018-02-01,0.06,0.00
2018-03-01,0.01,0.00
2018-04-01,0.01,1.14
2018-05-01,0.06,21.05
2018-06-01,9.80,14.00
2018-07-01,7.59,15.03
2018-08-01,5.14,6.09
2018-09-01,2.11,36.25
2018-10-01,0.95,9.21
2018-11-01,0.07,0.07
2018-12-01,0.01,0.34
2019-01-01,0.00,0.01
2019-02-01,0.01,0.01
2019-03-01,0.00,0.03
2019-04-01,0.06,1.88
2019-05-01,0.19,11.53
2019-06-01,4.74,25.01
2019-07-01,2.93,14.80
2019-08-01,0.10,9.36
2019-09-01,0.45,10.40
2019-10-01,0.00,9.54
2019-11-01,0.00,0.00
2019-12-01,0.02,0.00
2020-01-01,0.01,0.00
2020-02-01,0.00,0.00
2020-03-01,0.02,1.54
2020-04-01,0.17,10.61
2020-05-01,0.08,13.92
2020-06-01,4.53,40.28
2020-07-01,12.81,16.61
2020-08-01,6.98,0.33
2020-09-01,3.35,4.00
2020-10-01,0.46,0.01
2020-11-01,0.02,0.91
2020-12-01,0.01,0.00
2021-01-01,0.02,3.99
2021-02-01,0.02,0.48
2021-03-01,0.05,0.50
2021-04-01,0.00,0.82
2021-05-01,1.40,2.93
2021-06-01,2.23,4.45
2021-07-01,3.27,0.61
2021-08-01,2.66,12.35
2021-09-01,3.01,3.85
2021-10-01,0.09,0.00
2021-11-01,0.00,0.00
2021-12-01,0.01,1.14
2022-01-01,0.01,0.00
2022-02-01,0.01,0.00
2022-03-01,0.01,0.00
2022-04-01,0.07,0.79
2022-05-01,0.04,11.86
2022-06-01,3.84,29.67
2022-07-01,18.30,13.24
2022-08-01,11.58,5.35
2022-09-01,5.62,7.47
2022-10-01,2.27,0.98
2022-11-01,0.09,6.78
2022-12-01,0.03,0.00
2023-01-01,0.04,0.00
2023-02-01,0.01,0.00
2023-03-01,0.00,0.00
2023-04-01,0.01,0.35
2023-05-01,0.16,15.19
2023-06-01,0.51,21.83
2023-07-01,4.12,18.82
2023-08-01,3.50,30.14
2023-09-01,4.83,34.51
2023-10-01,1.00,13.34
2023-11-01,0.55,4.97
2023-12-01,0.00,3.45
2024-01-01,0.00,0.00
2024-02-01,0.01,0.06
2024-03-01,0.01,0.06
2024-04-01,0.44,5.01
2024-05-01,6.85,15.45
2024-06-01,15.08,56.96
2024-07-01,12.56,10.63
2024-08-01,13.44,29.55
2024-09-01,5.60,16.99
2024-10-01,2.22,7.81
2024-11-01,0.22,0.24
2024-12-01,0.02,0.00
2025-01-01,0.02,0.00
2025-02-01,0.01,0.00
2025-03-01,0.01,0.17
2025-04-01,0.02,0.80
2025-05-01,1.39,18.06
